,PULocationID,trip_distance,fare_amount,tip_amount,total_amount,travel_duration_in_seconds,average_speed,average_fare,tip_fare_r,count,Borough,Zone,service_zone
35,37,3.567146795313578,14.094762232942799,3.070751206064782,19.153790489317608,910.8097863542384,13.509753744871563,4.686782817879415,0.23150160266177477,1451,Brooklyn,bushwick south,Boro Zone
36,38,7.1425,28.125,5.7475,35.11,1446.75,18.03588232782751,4.343470470937854,0.21978982424560053,8,Queens,cambria heights,Boro Zone
37,39,4.4565789473684205,18.736842105263158,3.311052631578947,23.895526315789475,1148.5526315789473,14.302760929613463,4.705876598475341,0.18964230237951551,38,Brooklyn,canarsie,Boro Zone
38,40,3.415381296641774,13.580631996268657,3.085074626865682,19.005191231343172,876.487056902985,13.212524129800258,5.035236962380274,0.23785610819475775,8576,Brooklyn,carroll gardens,Boro Zone
39,41,2.258366009235332,10.328547389841122,2.2332722861392402,14.503786882681982,680.0776395084919,11.735632102761704,5.522968270759407,0.2263270712996925,51108,Manhattan,central harlem,Boro Zone
40,42,2.602594800344708,11.32915828784832,2.347666618787726,15.46781312841043,738.1363832232117,12.236235030515127,5.467994045199891,0.21943192979106607,13924,Manhattan,central harlem north,Boro Zone
41,43,2.0061823382297796,10.314676459596976,2.504203294333861,15.75778789488374,739.1080001149854,10.175044700810153,5.971702943220009,0.2555167428653995,278296,Manhattan,central park,Yellow Zone
42,45,2.8875244121315444,13.061889696711587,2.9983640069358772,19.143002464028395,935.6373619687889,11.094874350994614,5.50857086757854,0.24431155438569557,32873,Manhattan,chinatown,Yellow Zone
43,46,6.6,26.5,8.49,36.79,2226.0,10.673854447439354,4.015151515151516,0.32037735849056603,1,Bronx,city island,Boro Zone
44,47,4.517000000000001,16.8,3.881750000000001,22.481,1021.175,14.81381503542337,4.667708390866115,0.23542466416682842,40,Bronx,claremont/bathgate,Boro Zone
45,48,2.1323192315810533,10.258909057485038,2.522381785625192,15.845895535585278,701.594089791861,11.027133616415474,5.992638734114245,0.2633754323730066,587492,Manhattan,clinton east,Yellow Zone
46,49,3.0411199135757987,12.681850918257112,2.781926539431039,17.29663305725613,820.2538710839035,12.776876194492303,5.0780238538722875,0.23067969236484584,2777,Brooklyn,clinton hill,Boro Zone
47,50,2.169433645406659,10.526115857226449,2.524603276770133,16.104349970738863,728.7543007606788,11.3451257415101,5.789247052852229,0.25649127622522344,170900,Manhattan,clinton west,Yellow Zone
48,51,3.9071428571428575,14.904761904761905,2.9328571428571433,20.124761904761908,910.0,15.193415743195864,4.601574526882503,0.20967816692682986,21,Bronx,co-op city,Boro Zone
49,52,3.5826135481366586,14.248738354037267,3.1605444487577734,19.334296389751017,931.5932647515529,12.90096625958187,5.263139690368602,0.23318340035440185,10304,Brooklyn,cobble hill,Boro Zone
50,53,5.750555555555556,18.805555555555557,4.159444444444443,25.837499999999995,955.6111111111111,20.045257121815673,4.182761981035991,0.2302323007330663,36,Queens,college point,Boro Zone
51,54,3.9013142857142875,14.562857142857142,3.067142857142857,20.00342857142856,899.3866666666667,14.845872744400399,4.601072948614236,0.22487533412613575,525,Brooklyn,columbia street,Boro Zone
52,55,2.341290322580645,10.870967741935484,2.1,15.330000000000002,666.8387096774194,11.523370290254038,6.092201289369667,0.21899531932408084,31,Brooklyn,coney island,Boro Zone
53,56,7.93390977443609,42.59586466165413,7.6968421052631575,55.78999999999999,1316.124060150376,23.01991479330162,5.434870802573025,0.1917146105827599,266,Queens,corona,Boro Zone
54,57,9.165555555555557,32.166666666666664,7.109999999999999,44.84111111111111,1868.0,19.925572869648686,3.5094017886814637,0.22908198897318885,9,Queens,corona,Boro Zone
55,58,3.3025,11.65625,2.59375,17.025624999999998,552.4375,17.426210057896668,4.8557459934893945,0.307167872332346,16,Bronx,country club,Boro Zone
56,59,7.29,23.0,4.456666666666666,31.16333333333333,1142.0,22.443804801012973,3.2094784718383242,0.20839210664565275,3,Bronx,crotona park,Boro Zone
57,60,3.8820833333333327,15.0,2.9691666666666663,19.642083333333336,937.6666666666666,14.11266644537537,5.363463575792127,0.21140803722013565,24,Bronx,crotona park east,Boro Zone
58,61,3.8007395498392276,14.979903536977492,3.0660369774919642,19.958263665594767,947.097266881029,13.516000235225494,4.751289272401492,0.2194032674882704,1244,Brooklyn,crown heights north,Boro Zone
59,62,3.464618320610687,13.988549618320612,2.874465648854959,18.755839694656498,929.8549618320611,13.032806285233868,4.822795391913257,0.2186058602322526,262,Brooklyn,crown heights south,Boro Zone
60,63,5.029117647058823,24.676470588235293,4.335588235294117,30.969411764705878,1232.8529411764705,15.021924841140976,5.718639123047073,0.19902697210479042,34,Brooklyn,cypress hills,Boro Zone
61,64,10.285,31.75,7.37,45.205,1619.5,25.810540966504245,3.1310292558972495,0.23278411910669974,2,Queens,douglaston,Boro Zone
62,65,3.7529709399859295,14.528356512798311,3.1430661832350424,19.896570160721065,894.0191027653011,15.035913348000701,4.580150748793686,0.227037958667077,18479,Brooklyn,downtown brooklyn/metrotech,Boro Zone
63,66,3.776262581078068,14.743961082531872,3.179513531648417,20.1819145605006,939.8286736747931,14.29833600944061,4.51137245479825,0.22570212715510257,8942,Brooklyn,dumbo/vinegar hill,Boro Zone
64,67,3.657317073170732,13.487804878048781,2.9031707317073168,19.419024390243898,783.3170731707318,15.628470830393725,4.972127627160783,0.20347397678847928,41,Brooklyn,dyker heights,Boro Zone
65,68,2.127259105497165,10.720680933730742,2.5737675365710544,16.402064994212402,776.8844317891098,10.027530634963346,6.061308744236946,0.2551906804137438,480781,Manhattan,east chelsea,Yellow Zone
66,69,4.142772727272729,15.985,3.1394545454545453,21.59777272727274,1016.7409090909091,13.76776004826335,4.9867934910897596,0.21061347445024262,220,Bronx,east concourse/concourse village,Boro Zone
67,70,6.402101167315172,21.549610894941633,4.573249027237352,29.575914396887086,1148.634241245136,20.070236003461254,4.041214139143777,0.21972771353823153,514,Queens,east elmhurst,Boro Zone
68,71,3.978787878787879,16.21212121212121,3.1993939393939397,21.138787878787873,1123.4848484848485,12.238378729898566,4.985650444536771,0.21345127011485518,33,Brooklyn,east flatbush/farragut,Boro Zone
69,72,4.844810126582279,18.32278481012658,3.91873417721519,23.98759493670885,1180.506329113924,13.695929888411118,4.692342648644636,0.23062976107669664,79,Brooklyn,east flatbush/remsen village,Boro Zone
70,73,6.872727272727272,21.954545454545453,4.991818181818183,29.94090909090909,1106.909090909091,20.94121867555647,3.8089625667069282,0.2159934211198948,11,Queens,east flushing,Boro Zone
71,74,2.436778571618284,10.66397970837428,2.3124310111285644,15.129469602399611,688.8387559427373,13.232858463567165,5.191142782936735,0.22902012220462994,37651,Manhattan,east harlem north,Boro Zone
72,75,2.1932786793716907,10.149489131243952,2.2817702672521953,14.852221115916763,669.7207623017941,12.351324169427874,5.528055917763304,0.23988216057377254,107464,Manhattan,east harlem south,Boro Zone
73,76,5.662659574468086,22.829787234042552,5.3146808510638275,29.737234042553194,1451.5531914893618,15.794108539053468,4.436191848751645,0.23736570442463067,94,Brooklyn,east new york,Boro Zone
74,77,4.494666666666666,19.433333333333334,4.956,26.112666666666666,1568.1333333333334,10.76605705721813,4.737873881169295,0.24676039365621602,15,Brooklyn,east new york/pennsylvania avenue,Boro Zone
75,78,3.7702,14.97,3.421800000000002,21.2474,979.08,12.456122091684712,5.144305628940763,0.24008275335634532,50,Bronx,east tremont,Boro Zone
76,79,2.2389667648310643,10.512485762543037,2.512380867312873,16.097392145375807,721.3044217318811,11.04604802107665,5.750480084436366,0.2539771489991445,554172,Manhattan,east village,Yellow Zone
77,80,3.522133388566696,14.390016570008285,3.155115990057984,19.659032725766828,844.4838442419222,14.575691856096887,4.846435188418594,0.23391113209187694,4828,Brooklyn,east williamsburg,Boro Zone
78,81,6.514,21.9,4.137,27.982,1243.3,18.04297917976435,3.976713627261457,0.18894587470905738,10,Bronx,eastchester,Boro Zone
79,82,4.688646034816247,22.56199871050935,4.063707285622181,29.958310767246875,948.5996131528046,17.08001452318856,5.24097751122631,0.20337050852331162,1551,Queens,elmhurst,Boro Zone
80,83,3.742149532710284,15.038317757009345,3.1711401869158897,20.479887850467264,872.5177570093458,15.029466311142457,5.009651055990872,0.22245399042911906,535,Queens,elmhurst/maspeth,Boro Zone
81,85,3.775686274509804,14.970588235294118,3.2092156862745096,20.41117647058823,1001.6666666666666,13.574109687068352,4.630649420694531,0.22682389940251155,102,Brooklyn,erasmus,Boro Zone
82,86,1.5566666666666666,8.333333333333334,2.2600000000000002,12.06,499.3333333333333,12.065560402683301,5.456804579755399,0.2770909090909091,3,Queens,far rockaway,Boro Zone
83,87,3.9087907361223784,15.263944153333146,3.363186944825886,21.74631763666428,987.1277916328074,14.206563508167962,4.70261242693554,0.23164740257961358,142748,Manhattan,financial district north,Yellow Zone
84,88,4.329623358625718,16.34619448141491,3.649397099381077,23.273922421489534,1034.095155115874,15.116132331239111,4.5066146345992015,0.2353901755511633,72881,Manhattan,financial district south,Yellow Zone
85,89,3.9818259023354576,15.207006369426752,3.1998726114649676,20.421868365180487,970.4288747346072,14.206388883378406,4.606569395801572,0.2268030300863613,471,Brooklyn,flatbush/ditmas park,Boro Zone
86,90,1.8623342471019066,9.651910238923337,2.3661002725287354,15.070750535821183,687.4105845894314,9.843606620748293,6.316509925746643,0.26181785972115995,374639,Manhattan,flatiron,Yellow Zone
87,91,4.002692307692308,15.586538461538462,3.1240384615384613,20.50865384615384,972.2115384615385,14.851761972107973,4.821200727746305,0.22630209993176814,52,Brooklyn,flatlands,Boro Zone
88,92,4.893397435897437,17.423076923076923,4.059743589743589,24.135512820512833,915.5128205128206,18.428678179303027,4.372165042086782,0.24671794747076503,156,Queens,flushing,Boro Zone
89,93,8.90117836965294,44.09967715899919,7.868950766747364,57.62991928974954,1335.3890234059725,25.122490696568544,5.252039625101605,0.1879623974174644,1239,Queens,flushing meadows-corona park,Boro Zone
90,94,3.524545454545455,13.863636363636363,2.5877272727272724,18.46318181818182,864.8181818181819,13.97828669447149,4.957197396629135,0.19745634163588865,22,Bronx,fordham south,Boro Zone
91,95,4.6698364008179984,17.500511247443765,3.41036809815951,23.63278118609396,925.2914110429448,16.903213427675514,4.7294380053581655,0.21572243359030213,978,Queens,forest hills,Boro Zone
92,96,3.7055555555555557,13.444444444444445,4.173333333333334,19.77444444444444,746.7777777777778,16.349635099590163,4.588671895722527,0.2758097454470003,9,Queens,forest park/highland park,Boro Zone
93,97,3.002764376777026,12.684967440154088,2.725948821425324,17.247504356598615,817.5210492524993,12.66491421757128,5.135894360835039,0.22739088993847734,10903,Brooklyn,fort greene,Boro Zone
94,98,6.837333333333334,22.5,4.749333333333333,29.496000000000002,1274.9333333333334,19.72762461464931,3.669912755311657,0.21511116295717764,15,Queens,fresh meadows,Boro Zone
95,99,1.645,10.0,1.225,12.025,785.0,8.388829787234043,7.5493612078977925,0.1890625,2,Staten Island,freshkills park,Boro Zone
96,100,2.0477734062341253,10.420575221238938,2.573988191195117,16.101186263430552,747.6023279409278,9.599244549643215,6.41609227622595,0.262833542222673,354820,Manhattan,garment district,Yellow Zone
97,101,6.767,20.8,4.883,28.221000000000004,851.7,25.123647006845186,4.9461735298419445,0.23963542125487053,10,Queens,glen oaks,Boro Zone
98,102,4.497999999999999,16.38,3.5004000000000004,22.493999999999996,991.12,15.706135029339189,4.233808116485436,0.2242794061559043,25,Queens,glendale,Boro Zone
99,104,8.18,25.0,5.26,31.56,1133.0,25.99117387466902,3.056234718826406,0.2104,1,Manhattan,governor's island/ellis island/liberty island,Yellow Zone
100,105,3.4383999999999997,13.98,3.0924,19.790399999999998,895.96,13.700762555209597,5.237982815388448,0.22847905209964253,25,Manhattan,governor's island/ellis island/liberty island,Yellow Zone
