,BORO,PRECINCT,STATISTICAL_MURDER_FLAG,Latitude,Longitude,Lon_Lat,datetime,year,month,day,day_of_week_name
21626,QUEENS,103,False,40.65795792200005,-73.88266012399998,POINT (-73.88266012399998 40.657957922000044),2020-06-19 01:36:00+00:00,2020,6,01:36:00,Friday
21627,BROOKLYN,73,False,40.844139945000045,-73.90038861799998,POINT (-73.90038861799998 40.84413994500005),2020-07-15 17:54:00+00:00,2020,7,17:54:00,Wednesday
21628,MANHATTAN,25,False,40.83855090900005,-73.90939937399997,POINT (-73.90939937399997 40.83855090900005),2020-03-20 20:19:00+00:00,2020,3,20:19:00,Friday
21629,QUEENS,110,False,40.71926178300004,-73.93831327799995,POINT (-73.93831327799995 40.71926178300004),2020-12-05 23:35:00+00:00,2020,12,23:35:00,Saturday
21630,BROOKLYN,67,True,40.60666485500008,-73.75614960299998,POINT (-73.75614960299998 40.606664855000076),2020-05-13 20:24:00+00:00,2020,5,20:24:00,Wednesday
21631,QUEENS,113,False,40.668807953000055,-73.86741448999999,POINT (-73.86741448999999 40.668807953000055),2020-06-29 02:45:00+00:00,2020,6,02:45:00,Monday
21632,BROOKLYN,63,False,40.88907795500006,-73.86444348399993,POINT (-73.86444348399993 40.88907795500006),2020-06-25 03:12:00+00:00,2020,6,03:12:00,Thursday
21633,MANHATTAN,32,False,40.64498150400004,-74.07732129999994,POINT (-74.07732129999994 40.644981504000036),2020-04-25 00:55:00+00:00,2020,4,00:55:00,Saturday
21634,BROOKLYN,88,True,40.821472723000056,-73.90527847099996,POINT (-73.90527847099996 40.821472723000056),2020-05-30 02:30:00+00:00,2020,5,02:30:00,Saturday
21635,MANHATTAN,20,True,40.57482547700005,-73.99092660999997,POINT (-73.99092660999997 40.57482547700005),2020-09-02 20:57:00+00:00,2020,9,20:57:00,Wednesday
21636,QUEENS,103,False,40.66191338500005,-73.88022019899995,POINT (-73.88022019899995 40.66191338500005),2020-08-19 22:30:00+00:00,2020,8,22:30:00,Wednesday
21637,BRONX,42,True,40.670132766000044,-73.95527261499996,POINT (-73.95527261499996 40.670132766000044),2020-12-23 12:02:00+00:00,2020,12,12:02:00,Wednesday
21638,QUEENS,110,False,40.67423304000005,-73.93199920199999,POINT (-73.93199920199999 40.67423304000005),2020-04-06 15:00:00+00:00,2020,4,15:00:00,Monday
21639,BROOKLYN,81,False,40.82867545800008,-73.94398971599996,POINT (-73.94398971599996 40.82867545800008),2020-09-26 00:06:00+00:00,2020,9,00:06:00,Saturday
21640,BROOKLYN,77,False,40.809839071000056,-73.95141461099996,POINT (-73.95141461099996 40.809839071000056),2020-07-10 19:13:00+00:00,2020,7,19:13:00,Friday
21641,QUEENS,115,True,40.703366206000055,-73.81483667599997,POINT (-73.81483667599997 40.703366206000055),2020-01-13 03:51:00+00:00,2020,1,03:51:00,Monday
21642,BRONX,41,True,40.85026097600007,-73.88874043199996,POINT (-73.88874043199996 40.85026097600007),2020-09-04 21:30:00+00:00,2020,9,21:30:00,Friday
21643,BROOKLYN,73,False,40.87252706800007,-73.91227104199999,POINT (-73.912271042 40.87252706800007),2020-08-08 18:35:00+00:00,2020,8,18:35:00,Saturday
21644,MANHATTAN,32,True,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046),2020-04-25 00:55:00+00:00,2020,4,00:55:00,Saturday
21645,BROOKLYN,71,False,40.69438617000004,-73.80376186099994,POINT (-73.80376186099994 40.69438617000004),2020-10-21 22:18:00+00:00,2020,10,22:18:00,Wednesday
21646,BROOKLYN,73,False,40.66629650100003,-73.95083788699996,POINT (-73.95083788699996 40.66629650100003),2020-07-20 02:10:00+00:00,2020,7,02:10:00,Monday
21647,MANHATTAN,32,False,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046),2020-05-05 21:54:00+00:00,2020,5,21:54:00,Tuesday
21648,QUEENS,113,False,40.64831592000007,-73.89746290699998,POINT (-73.89746290699998 40.64831592000007),2020-09-12 20:40:00+00:00,2020,9,20:40:00,Saturday
21649,BROOKLYN,71,False,40.68808199500006,-73.91759789999998,POINT (-73.91759789999998 40.68808199500006),2020-07-15 02:10:00+00:00,2020,7,02:10:00,Wednesday
21650,BROOKLYN,79,False,40.65272464900005,-73.93150216299993,POINT (-73.93150216299993 40.65272464900005),2020-03-21 23:57:00+00:00,2020,3,23:57:00,Saturday
21651,BROOKLYN,77,False,40.85036729300003,-73.91725589399994,POINT (-73.91725589399994 40.85036729300003),2020-08-16 03:00:00+00:00,2020,8,03:00:00,Sunday
21652,BRONX,47,False,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007),2020-04-30 23:20:00+00:00,2020,4,23:20:00,Thursday
21653,BROOKLYN,73,False,40.75945056700005,-73.933576266,POINT (-73.933576266 40.759450567000044),2020-09-27 15:07:00+00:00,2020,9,15:07:00,Sunday
21654,BROOKLYN,69,False,40.81854617100004,-73.90782610299993,POINT (-73.90782610299993 40.81854617100004),2020-05-01 09:00:00+00:00,2020,5,09:00:00,Friday
21655,MANHATTAN,34,True,40.65399938500008,-73.89636577299996,POINT (-73.89636577299996 40.65399938500008),2020-10-14 16:38:00+00:00,2020,10,16:38:00,Wednesday
21656,BRONX,50,False,40.67605159600004,-73.93461108799994,POINT (-73.93461108799994 40.676051596000036),2020-02-01 05:09:00+00:00,2020,2,05:09:00,Saturday
21657,BRONX,52,True,40.67970040800003,-73.77604736799998,POINT (-73.77604736799998 40.67970040800003),2020-11-17 02:25:00+00:00,2020,11,02:25:00,Tuesday
21658,STATEN ISLAND,120,False,40.64633820900008,-74.01083732399997,POINT (-74.01083732399997 40.64633820900008),2020-07-02 07:45:00+00:00,2020,7,07:45:00,Thursday
21659,BROOKLYN,73,False,40.80038048100005,-73.95078943299995,POINT (-73.95078943299995 40.80038048100005),2020-03-15 07:05:00+00:00,2020,3,07:05:00,Sunday
21660,QUEENS,102,True,40.85558096100005,-73.86383938399997,POINT (-73.86383938399997 40.855580961000044),2020-08-06 04:24:00+00:00,2020,8,04:24:00,Thursday
21661,BROOKLYN,73,True,40.85610189400006,-73.88611707499997,POINT (-73.88611707499997 40.85610189400006),2020-10-28 00:02:00+00:00,2020,10,00:02:00,Wednesday
21662,BROOKLYN,75,False,40.86012444600004,-73.90283020099997,POINT (-73.90283020099997 40.860124446000036),2020-07-07 21:28:00+00:00,2020,7,21:28:00,Tuesday
21663,BROOKLYN,75,False,40.81949793600006,-73.92180321299998,POINT (-73.92180321299998 40.81949793600006),2020-10-12 21:29:00+00:00,2020,10,21:29:00,Monday
21664,MANHATTAN,32,False,40.78673189800003,-73.94113246799998,POINT (-73.94113246799998 40.78673189800003),2020-03-14 21:45:00+00:00,2020,3,21:45:00,Saturday
21665,BROOKLYN,70,False,40.83665251900004,-73.90714329499998,POINT (-73.90714329499998 40.83665251900004),2020-07-24 00:05:00+00:00,2020,7,00:05:00,Friday
21666,BROOKLYN,73,True,40.59603031400008,-73.74302372499993,POINT (-73.74302372499993 40.59603031400008),2020-07-05 05:00:00+00:00,2020,7,05:00:00,Sunday
21667,QUEENS,101,False,40.85518175800007,-73.89710062399996,POINT (-73.89710062399996 40.85518175800007),2020-08-30 02:12:00+00:00,2020,8,02:12:00,Sunday
21668,MANHATTAN,28,True,40.67937174300005,-73.91241336899996,POINT (-73.91241336899996 40.67937174300005),2020-11-04 09:14:00+00:00,2020,11,09:14:00,Wednesday
21669,STATEN ISLAND,120,True,40.65106272200006,-73.92929833799997,POINT (-73.92929833799997 40.65106272200006),2020-03-12 20:46:00+00:00,2020,3,20:46:00,Thursday
21670,BROOKLYN,72,False,40.66228698700007,-73.91077776999998,POINT (-73.91077776999998 40.66228698700007),2020-11-30 17:38:00+00:00,2020,11,17:38:00,Monday
21671,BROOKLYN,73,True,40.86370044700004,-73.90572447299998,POINT (-73.90572447299998 40.86370044700004),2020-10-07 22:41:00+00:00,2020,10,22:41:00,Wednesday
21672,BROOKLYN,61,False,40.88012458500003,-73.90228023499998,POINT (-73.90228023499998 40.88012458500003),2020-05-05 17:29:00+00:00,2020,5,17:29:00,Tuesday
21673,MANHATTAN,23,False,40.67080060200004,-73.87470680099993,POINT (-73.87470680099993 40.67080060200004),2020-04-11 19:48:00+00:00,2020,4,19:48:00,Saturday
21674,BRONX,47,False,40.71082759700005,-73.94463340099996,POINT (-73.94463340099996 40.71082759700005),2020-08-29 20:22:00+00:00,2020,8,20:22:00,Saturday
21675,STATEN ISLAND,121,False,40.74223907000004,-73.95884377599998,POINT (-73.95884377599998 40.74223907000004),2020-11-27 11:40:00+00:00,2020,11,11:40:00,Friday
21676,BRONX,40,False,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008),2020-12-07 05:50:00+00:00,2020,12,05:50:00,Monday
21677,BRONX,48,False,40.75869476400004,-73.98532469099996,POINT (-73.98532469099996 40.75869476400004),2020-12-09 17:55:00+00:00,2020,12,17:55:00,Wednesday
21678,BRONX,50,False,40.67675342200005,-73.93315390099998,POINT (-73.93315390099998 40.67675342200005),2020-08-27 02:40:00+00:00,2020,8,02:40:00,Thursday
21679,BROOKLYN,66,False,40.57343489500005,-74.10580866699996,POINT (-74.10580866699996 40.57343489500005),2020-12-24 20:40:00+00:00,2020,12,20:40:00,Thursday
21680,BROOKLYN,81,False,40.680845368000064,-73.89558133699995,POINT (-73.89558133699995 40.680845368000064),2020-08-24 00:18:00+00:00,2020,8,00:18:00,Monday
21681,MANHATTAN,23,False,40.81915052700003,-73.93718378399994,POINT (-73.93718378399994 40.81915052700003),2020-07-02 23:03:00+00:00,2020,7,23:03:00,Thursday
21682,BROOKLYN,73,False,40.67897152900008,-73.88773188799998,POINT (-73.88773188799999 40.67897152900008),2020-06-27 01:10:00+00:00,2020,6,01:10:00,Saturday
21683,MANHATTAN,28,False,40.575031251000034,-73.98988266699997,POINT (-73.98988266699997 40.575031251000034),2020-10-31 15:53:00+00:00,2020,10,15:53:00,Saturday
21684,MANHATTAN,30,False,40.88907795500006,-73.86444348399993,POINT (-73.86444348399993 40.88907795500006),2020-06-25 19:58:00+00:00,2020,6,19:58:00,Thursday
21685,BROOKLYN,69,False,40.67564639900007,-73.92718490399994,POINT (-73.92718490399994 40.67564639900007),2020-08-25 19:24:00+00:00,2020,8,19:24:00,Tuesday
21686,BRONX,41,False,40.80504070000006,-73.95682188099995,POINT (-73.95682188099995 40.80504070000006),2020-06-03 16:55:00+00:00,2020,6,16:55:00,Wednesday
21687,STATEN ISLAND,121,True,40.59887464700005,-73.76382298499993,POINT (-73.76382298499993 40.59887464700005),2020-05-11 17:06:00+00:00,2020,5,17:06:00,Monday
21688,BROOKLYN,75,False,40.63036654500007,-73.97371261299998,POINT (-73.97371261299998 40.63036654500007),2020-08-02 05:30:00+00:00,2020,8,05:30:00,Sunday
21689,QUEENS,101,True,40.89922835500005,-73.85365417799993,POINT (-73.85365417799993 40.89922835500005),2020-09-23 17:35:00+00:00,2020,9,17:35:00,Wednesday
21690,BROOKLYN,76,False,40.68807093600003,-73.93456684899996,POINT (-73.93456684899996 40.68807093600003),2020-11-14 20:46:00+00:00,2020,11,20:46:00,Saturday
21691,BROOKLYN,73,False,40.83342426000007,-73.90000715499998,POINT (-73.90000715499998 40.83342426000007),2020-07-29 20:45:00+00:00,2020,7,20:45:00,Wednesday
21692,BRONX,47,False,40.65843374200006,-73.90447555999998,POINT (-73.90447555999998 40.65843374200006),2020-01-25 03:39:00+00:00,2020,1,03:39:00,Saturday
21693,MANHATTAN,25,False,40.773793373000046,-73.93628062799998,POINT (-73.93628062799998 40.773793373000046),2020-09-03 02:40:00+00:00,2020,9,02:40:00,Thursday
21694,BROOKLYN,71,False,40.670946067000045,-73.92109057299997,POINT (-73.92109057299997 40.670946067000045),2020-11-16 20:40:00+00:00,2020,11,20:40:00,Monday
21695,BRONX,48,False,40.81786438800003,-73.88799254199995,POINT (-73.88799254199995 40.81786438800003),2020-07-16 02:40:00+00:00,2020,7,02:40:00,Thursday
21696,QUEENS,101,True,40.72618713000002,-73.73523390399998,POINT (-73.73523390399998 40.72618713000002),2020-08-01 06:30:00+00:00,2020,8,06:30:00,Saturday
21697,QUEENS,104,False,40.877554428000046,-73.87293947099994,POINT (-73.87293947099994 40.877554428000046),2020-03-27 19:35:00+00:00,2020,3,19:35:00,Friday
21698,BRONX,43,False,40.828391950000025,-73.94236030699994,POINT (-73.94236030699994 40.828391950000025),2020-10-19 19:03:00+00:00,2020,10,19:03:00,Monday
21699,BRONX,43,False,40.61549122300004,-74.08165622999996,POINT (-74.08165622999996 40.61549122300004),2020-11-29 19:37:00+00:00,2020,11,19:37:00,Sunday
21700,BROOKLYN,75,False,40.66056575800008,-73.75035143299993,POINT (-73.75035143299993 40.660565758000075),2020-08-30 20:46:00+00:00,2020,8,20:46:00,Sunday
21701,BRONX,42,False,40.85358740100002,-73.90059135599995,POINT (-73.90059135599995 40.85358740100002),2020-06-12 00:44:00+00:00,2020,6,00:44:00,Friday
21702,BROOKLYN,73,False,40.81300852900005,-73.95654576899994,POINT (-73.95654576899994 40.81300852900005),2020-12-16 15:51:00+00:00,2020,12,15:51:00,Wednesday
21703,BROOKLYN,67,False,40.67032031800005,-73.90651690599998,POINT (-73.90651690599998 40.670320318000044),2020-10-22 22:08:00+00:00,2020,10,22:08:00,Thursday
21704,BROOKLYN,67,True,40.69066119500008,-73.93807289599994,POINT (-73.93807289599994 40.690661195000075),2020-06-02 18:05:00+00:00,2020,6,18:05:00,Tuesday
21705,BROOKLYN,60,False,40.765147083000045,-73.819437323,POINT (-73.819437323 40.765147083000045),2020-09-30 01:52:00+00:00,2020,9,01:52:00,Wednesday
21706,STATEN ISLAND,120,False,40.66970364700006,-73.92250873499995,POINT (-73.92250873499995 40.66970364700006),2020-02-24 16:55:00+00:00,2020,2,16:55:00,Monday
21707,BRONX,48,True,40.62444156600003,-73.93486338199995,POINT (-73.93486338199995 40.62444156600003),2020-04-18 00:57:00+00:00,2020,4,00:57:00,Saturday
21708,MANHATTAN,23,True,40.875126333000026,-73.86649686299995,POINT (-73.86649686299995 40.875126333000026),2020-09-19 23:07:00+00:00,2020,9,23:07:00,Saturday
21709,QUEENS,113,False,40.878075016000025,-73.82595788299993,POINT (-73.82595788299993 40.878075016000025),2020-06-24 03:25:00+00:00,2020,6,03:25:00,Wednesday
21710,BRONX,42,False,40.79634123700004,-73.94119981599994,POINT (-73.94119981599994 40.79634123700004),2020-10-22 20:52:00+00:00,2020,10,20:52:00,Thursday
21711,BRONX,42,False,40.62611213200007,-73.99244347999998,POINT (-73.99244347999998 40.62611213200007),2020-05-16 22:00:00+00:00,2020,5,22:00:00,Saturday
21712,BRONX,48,False,40.79814608700008,-73.95035767199995,POINT (-73.95035767199995 40.79814608700008),2020-07-04 05:30:00+00:00,2020,7,05:30:00,Saturday
21713,BRONX,40,False,40.74296417800008,-73.98223182299995,POINT (-73.98223182299995 40.74296417800008),2020-08-11 04:11:00+00:00,2020,8,04:11:00,Tuesday
21714,QUEENS,109,False,40.69627862000005,-73.85456486499999,POINT (-73.85456486499999 40.69627862000005),2020-09-24 07:10:00+00:00,2020,9,07:10:00,Thursday
21715,BRONX,46,False,40.84179933500008,-73.91488483099994,POINT (-73.91488483099994 40.841799335000076),2020-03-21 01:08:00+00:00,2020,3,01:08:00,Saturday
21716,BROOKLYN,67,False,40.64078356100004,-73.957241647,POINT (-73.957241647 40.640783561000035),2020-11-18 20:54:00+00:00,2020,11,20:54:00,Wednesday
21717,BROOKLYN,75,True,40.81326462100003,-73.93027845099994,POINT (-73.93027845099994 40.81326462100003),2020-06-19 16:13:00+00:00,2020,6,16:13:00,Friday
21718,BRONX,49,False,40.68196734400004,-73.98236705399995,POINT (-73.98236705399995 40.681967344000036),2020-10-23 19:07:00+00:00,2020,10,19:07:00,Friday
21719,MANHATTAN,32,False,40.67040290800003,-73.88832308799994,POINT (-73.88832308799994 40.67040290800003),2020-07-05 05:40:00+00:00,2020,7,05:40:00,Sunday
21720,BROOKLYN,81,False,40.80323524100004,-73.93469926599995,POINT (-73.93469926599995 40.80323524100004),2020-10-05 16:00:00+00:00,2020,10,16:00:00,Monday
21721,QUEENS,101,False,40.71926178300004,-73.93831327799995,POINT (-73.93831327799995 40.71926178300004),2020-12-07 19:05:00+00:00,2020,12,19:05:00,Monday
21722,BRONX,42,True,40.674460716000056,-73.87849967499993,POINT (-73.87849967499993 40.674460716000056),2020-06-15 22:11:00+00:00,2020,6,22:11:00,Monday
21723,QUEENS,110,False,40.67690313600008,-73.98171945599995,POINT (-73.98171945599995 40.67690313600008),2020-10-20 21:45:00+00:00,2020,10,21:45:00,Tuesday
21724,BROOKLYN,75,False,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007),2020-12-11 04:00:00+00:00,2020,12,04:00:00,Friday
21725,BRONX,47,False,40.64842111900003,-73.90489710899999,POINT (-73.90489710899999 40.64842111900003),2020-09-21 19:20:00+00:00,2020,9,19:20:00,Monday
21726,MANHATTAN,30,False,40.813384453000026,-73.95627096599996,POINT (-73.95627096599996 40.813384453000026),2020-06-25 19:58:00+00:00,2020,6,19:58:00,Thursday
21727,STATEN ISLAND,121,False,40.71973671500008,-73.97500493599993,POINT (-73.97500493599993 40.719736715000074),2020-08-10 15:20:00+00:00,2020,8,15:20:00,Monday
21728,BROOKLYN,69,False,40.81441491500004,-73.94053357099993,POINT (-73.94053357099993 40.814414915000036),2020-08-15 01:11:00+00:00,2020,8,01:11:00,Saturday
21729,BRONX,45,False,40.62399282300004,-74.15117035299994,POINT (-74.15117035299994 40.62399282300004),2020-11-15 12:07:00+00:00,2020,11,12:07:00,Sunday
21730,BRONX,48,True,40.58107026100004,-74.00071064399998,POINT (-74.00071064399998 40.581070261000036),2020-07-26 05:43:00+00:00,2020,7,05:43:00,Sunday
21731,BROOKLYN,67,False,40.68927245800006,-73.94364165399996,POINT (-73.94364165399996 40.68927245800006),2020-09-01 23:30:00+00:00,2020,9,23:30:00,Tuesday
21732,QUEENS,110,False,40.669058206000045,-73.91058126399997,POINT (-73.91058126399997 40.669058206000045),2020-06-14 15:50:00+00:00,2020,6,15:50:00,Sunday
21733,QUEENS,103,False,40.85742932800008,-73.89369544,POINT (-73.89369544 40.85742932800008),2020-08-14 21:55:00+00:00,2020,8,21:55:00,Friday
21734,BRONX,44,False,40.67376111800007,-73.87880377199998,POINT (-73.87880377199998 40.673761118000066),2020-06-20 01:59:00+00:00,2020,6,01:59:00,Saturday
21735,BRONX,52,False,40.81646565700004,-73.90780730799997,POINT (-73.90780730799997 40.81646565700004),2020-11-04 23:15:00+00:00,2020,11,23:15:00,Wednesday
21736,STATEN ISLAND,121,False,40.80800299400005,-73.94005524999993,POINT (-73.94005524999993 40.80800299400005),2020-08-10 15:20:00+00:00,2020,8,15:20:00,Monday
21737,BRONX,52,False,40.65348503300004,-73.91150672499998,POINT (-73.91150672499998 40.65348503300004),2020-08-02 05:00:00+00:00,2020,8,05:00:00,Sunday
21738,BRONX,44,False,40.85674293200003,-73.90278091699997,POINT (-73.90278091699997 40.85674293200003),2020-10-10 04:26:00+00:00,2020,10,04:26:00,Saturday
21739,STATEN ISLAND,121,True,40.66646466200007,-73.90410359499998,POINT (-73.904103595 40.66646466200007),2020-07-22 21:30:00+00:00,2020,7,21:30:00,Wednesday
21740,QUEENS,101,False,40.80855767700007,-73.95235475399994,POINT (-73.95235475399994 40.808557677000074),2020-11-10 15:16:00+00:00,2020,11,15:16:00,Tuesday
21741,QUEENS,105,False,40.66468589900006,-73.89452887499993,POINT (-73.89452887499993 40.66468589900006),2020-07-27 16:41:00+00:00,2020,7,16:41:00,Monday
21742,BROOKLYN,71,False,40.65051328800007,-73.93798763099994,POINT (-73.93798763099994 40.65051328800007),2020-07-14 19:10:00+00:00,2020,7,19:10:00,Tuesday
21743,BRONX,47,False,40.59912605500005,-74.07459264799998,POINT (-74.07459264799998 40.59912605500005),2020-12-08 06:50:00+00:00,2020,12,06:50:00,Tuesday
21744,MANHATTAN,23,False,40.68033280500004,-73.93842499899995,POINT (-73.93842499899995 40.68033280500004),2020-11-26 11:42:00+00:00,2020,11,11:42:00,Thursday
21745,MANHATTAN,32,False,40.683700646000034,-74.00050622499998,POINT (-74.000506225 40.683700646000034),2020-08-20 01:44:00+00:00,2020,8,01:44:00,Thursday
21746,MANHATTAN,25,False,40.73704189400007,-73.85517954199997,POINT (-73.85517954199997 40.73704189400007),2020-10-22 23:20:00+00:00,2020,10,23:20:00,Thursday
21747,BROOKLYN,90,False,40.82286114200008,-73.91916530199995,POINT (-73.91916530199995 40.822861142000086),2020-07-29 20:32:00+00:00,2020,7,20:32:00,Wednesday
21748,BROOKLYN,73,False,40.67125445700003,-73.926713851,POINT (-73.926713851 40.67125445700003),2020-12-25 21:10:00+00:00,2020,12,21:10:00,Friday
21749,BROOKLYN,78,False,40.67532227500004,-73.73824062799997,POINT (-73.73824062799997 40.675322275000035),2020-08-11 00:55:00+00:00,2020,8,00:55:00,Tuesday
21750,MANHATTAN,13,True,40.84266656700004,-73.88894829999998,POINT (-73.88894829999998 40.84266656700004),2020-06-26 00:30:00+00:00,2020,6,00:30:00,Friday
21751,BROOKLYN,67,False,40.66306901800005,-73.94557775899995,POINT (-73.94557775899995 40.663069018000044),2020-11-27 19:10:00+00:00,2020,11,19:10:00,Friday
21752,BROOKLYN,79,False,40.64078356100004,-73.957241647,POINT (-73.957241647 40.640783561000035),2020-11-05 17:43:00+00:00,2020,11,17:43:00,Thursday
21753,MANHATTAN,14,False,40.68815412000004,-73.94685537799995,POINT (-73.94685537799995 40.688154120000036),2020-08-15 10:00:00+00:00,2020,8,10:00:00,Saturday
21754,BRONX,52,False,40.852095535000046,-73.89279667399995,POINT (-73.89279667399995 40.852095535000046),2020-07-17 04:00:00+00:00,2020,7,04:00:00,Friday
21755,BROOKLYN,75,False,40.83754882800008,-73.92019187599993,POINT (-73.92019187599993 40.83754882800008),2020-07-13 21:20:00+00:00,2020,7,21:20:00,Monday
21756,BRONX,48,False,40.689615497000034,-73.92439311199998,POINT (-73.92439311199998 40.689615497000034),2020-08-15 00:05:00+00:00,2020,8,00:05:00,Saturday
21757,BROOKLYN,75,False,40.85395000000005,-73.91467769899998,POINT (-73.91467769899998 40.85395000000005),2020-04-20 15:08:00+00:00,2020,4,15:08:00,Monday
21758,BROOKLYN,77,False,40.86163873700008,-73.92796461199998,POINT (-73.92796461199998 40.86163873700008),2020-09-03 01:45:00+00:00,2020,9,01:45:00,Thursday
21759,BROOKLYN,75,False,40.64455467700003,-73.88769970999994,POINT (-73.88769970999994 40.64455467700003),2020-04-07 17:05:00+00:00,2020,4,17:05:00,Tuesday
21760,QUEENS,109,True,40.64168677500004,-74.02289321399996,POINT (-74.02289321399996 40.64168677500004),2020-09-06 00:50:00+00:00,2020,9,00:50:00,Sunday
21761,BROOKLYN,67,False,40.86413608500004,-73.91918020999998,POINT (-73.91918020999998 40.86413608500004),2020-04-29 13:40:00+00:00,2020,4,13:40:00,Wednesday
21762,BROOKLYN,83,False,40.66423942200005,-73.90842501099996,POINT (-73.90842501099996 40.664239422000044),2020-06-01 19:14:00+00:00,2020,6,19:14:00,Monday
21763,BRONX,47,False,40.67146293900004,-73.92234447099996,POINT (-73.92234447099996 40.67146293900004),2020-06-12 01:45:00+00:00,2020,6,01:45:00,Friday
21764,MANHATTAN,30,False,40.67132944000008,-73.92809805199995,POINT (-73.92809805199995 40.67132944000008),2020-01-23 14:00:00+00:00,2020,1,14:00:00,Thursday
21765,BROOKLYN,73,True,40.89926251900005,-73.850329833,POINT (-73.850329833 40.89926251900005),2020-01-25 04:58:00+00:00,2020,1,04:58:00,Saturday
21766,BRONX,40,False,40.655718343000046,-73.94525938899994,POINT (-73.94525938899994 40.655718343000046),2020-09-09 01:56:00+00:00,2020,9,01:56:00,Wednesday
21767,BRONX,42,False,40.84472598000008,-73.91226794799998,POINT (-73.91226794799998 40.84472598000008),2020-08-28 20:58:00+00:00,2020,8,20:58:00,Friday
21768,MANHATTAN,28,False,40.69807848600004,-73.94531476999998,POINT (-73.94531476999998 40.698078486000036),2020-10-31 19:04:00+00:00,2020,10,19:04:00,Saturday
21769,BROOKLYN,71,False,40.66912567900005,-73.90570750399996,POINT (-73.90570750399996 40.66912567900005),2020-12-30 11:39:00+00:00,2020,12,11:39:00,Wednesday
21770,BROOKLYN,73,False,40.67602847200004,-73.94853062299995,POINT (-73.94853062299995 40.67602847200004),2020-09-10 01:39:00+00:00,2020,9,01:39:00,Thursday
21771,BROOKLYN,75,False,40.74790373800005,-73.86967874999993,POINT (-73.86967874999993 40.74790373800005),2020-07-27 22:00:00+00:00,2020,7,22:00:00,Monday
21772,BROOKLYN,73,False,40.61359659200008,-74.08266601399998,POINT (-74.08266601399998 40.61359659200008),2020-07-11 22:25:00+00:00,2020,7,22:25:00,Saturday
21773,BROOKLYN,75,False,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046),2020-12-16 22:27:00+00:00,2020,12,22:27:00,Wednesday
21774,BRONX,43,False,40.79827989900008,-73.93277182499997,POINT (-73.93277182499997 40.79827989900008),2020-04-24 02:53:00+00:00,2020,4,02:53:00,Friday
21775,QUEENS,100,False,40.809028744000045,-73.92060175899996,POINT (-73.92060175899996 40.809028744000045),2020-10-31 13:16:00+00:00,2020,10,13:16:00,Saturday
21776,STATEN ISLAND,121,False,40.63752013100003,-73.95757161699999,POINT (-73.95757161699999 40.63752013100003),2020-11-14 19:50:00+00:00,2020,11,19:50:00,Saturday
21777,QUEENS,103,False,40.67459999000005,-73.93057482199998,POINT (-73.93057482199998 40.67459999000005),2020-08-14 21:40:00+00:00,2020,8,21:40:00,Friday
21778,BROOKLYN,79,False,40.87524468400005,-73.85106369699997,POINT (-73.85106369699997 40.87524468400005),2020-07-25 21:10:00+00:00,2020,7,21:10:00,Saturday
21779,QUEENS,101,False,40.65747454300004,-73.95028934799996,POINT (-73.95028934799996 40.65747454300004),2020-09-02 07:54:00+00:00,2020,9,07:54:00,Wednesday
21780,QUEENS,103,False,40.85403855800007,-73.88404570699998,POINT (-73.88404570699998 40.85403855800007),2020-12-12 01:00:00+00:00,2020,12,01:00:00,Saturday
21781,BRONX,42,True,40.82266065500005,-73.911520222,POINT (-73.911520222 40.82266065500005),2020-08-08 21:00:00+00:00,2020,8,21:00:00,Saturday
21782,BROOKLYN,67,False,40.80743404000003,-73.912970923,POINT (-73.912970923 40.80743404000003),2020-10-24 00:05:00+00:00,2020,10,00:05:00,Saturday
21783,BRONX,46,False,40.67123699000007,-73.87722220199998,POINT (-73.87722220199998 40.67123699000007),2020-08-13 03:50:00+00:00,2020,8,03:50:00,Thursday
21784,BRONX,40,True,40.75890301700008,-73.86119261,POINT (-73.86119261 40.75890301700008),2020-02-09 02:27:00+00:00,2020,2,02:27:00,Sunday
21785,BROOKLYN,81,False,40.65945193500005,-73.93120691499998,POINT (-73.93120691499998 40.65945193500005),2020-09-01 18:30:00+00:00,2020,9,18:30:00,Tuesday
21786,QUEENS,107,False,40.65290208700002,-73.89402853999997,POINT (-73.89402853999997 40.65290208700002),2020-10-25 21:35:00+00:00,2020,10,21:35:00,Sunday
21787,BROOKLYN,67,False,40.82867545800008,-73.94398971599996,POINT (-73.94398971599996 40.82867545800008),2020-05-16 00:45:00+00:00,2020,5,00:45:00,Saturday
21788,MANHATTAN,25,False,40.743124599000055,-73.95606807299998,POINT (-73.95606807299998 40.743124599000055),2020-08-19 22:05:00+00:00,2020,8,22:05:00,Wednesday
21789,QUEENS,105,False,40.82748529600008,-73.84576861199997,POINT (-73.84576861199997 40.82748529600008),2020-11-29 20:30:00+00:00,2020,11,20:30:00,Sunday
