,BORO,PRECINCT,STATISTICAL_MURDER_FLAG,Latitude,Longitude,Lon_Lat,datetime,year,month,day,day_of_week_name
22174,BROOKLYN,79,False,40.82614070600005,-73.90107679499994,POINT (-73.90107679499994 40.82614070600005),2020-09-08 22:40:00+00:00,2020,9,22:40:00,Tuesday
22175,QUEENS,108,False,40.68910828500003,-73.78696320699999,POINT (-73.78696320699999 40.68910828500003),2020-02-22 06:05:00+00:00,2020,2,06:05:00,Saturday
22176,MANHATTAN,32,False,40.68419430200005,-73.91608474599997,POINT (-73.91608474599997 40.684194302000044),2020-07-12 16:50:00+00:00,2020,7,16:50:00,Sunday
22177,BROOKLYN,79,False,40.68964821100008,-73.92405412199997,POINT (-73.92405412199997 40.68964821100008),2020-11-17 14:29:00+00:00,2020,11,14:29:00,Tuesday
22178,MANHATTAN,28,False,40.670655072000045,-73.91339091999998,POINT (-73.91339091999998 40.670655072000045),2020-01-25 01:30:00+00:00,2020,1,01:30:00,Saturday
22179,BRONX,40,False,40.60673849300008,-73.75852627599994,POINT (-73.75852627599994 40.60673849300008),2020-03-10 02:20:00+00:00,2020,3,02:20:00,Tuesday
22180,BRONX,44,False,40.65025213200005,-73.96241779099995,POINT (-73.96241779099995 40.65025213200005),2020-07-05 02:46:00+00:00,2020,7,02:46:00,Sunday
22181,BRONX,40,False,40.844139945000045,-73.90038861799998,POINT (-73.90038861799998 40.84413994500005),2020-11-11 22:01:00+00:00,2020,11,22:01:00,Wednesday
22182,BROOKLYN,67,False,40.66972146500007,-73.87684288099996,POINT (-73.87684288099996 40.66972146500007),2020-07-05 04:22:00+00:00,2020,7,04:22:00,Sunday
22183,QUEENS,103,False,40.833781835000025,-73.92657819899993,POINT (-73.92657819899993 40.833781835000025),2020-01-11 21:30:00+00:00,2020,1,21:30:00,Saturday
22184,BROOKLYN,67,False,40.86413608500004,-73.91918020999998,POINT (-73.91918020999998 40.86413608500004),2020-05-04 21:59:00+00:00,2020,5,21:59:00,Monday
22185,MANHATTAN,23,False,40.67967006600002,-73.93613621099996,POINT (-73.93613621099996 40.67967006600002),2020-06-26 15:53:00+00:00,2020,6,15:53:00,Friday
22186,BROOKLYN,71,True,40.72339299800007,-73.97625544299996,POINT (-73.97625544299996 40.723392998000065),2020-10-21 22:18:00+00:00,2020,10,22:18:00,Wednesday
22187,BROOKLYN,67,False,40.82741405100006,-73.87794577499993,POINT (-73.87794577499993 40.82741405100006),2020-08-26 00:55:00+00:00,2020,8,00:55:00,Wednesday
22188,QUEENS,101,True,40.620995666000056,-73.990127854,POINT (-73.990127854 40.620995666000056),2020-09-08 13:50:00+00:00,2020,9,13:50:00,Tuesday
22189,BRONX,48,False,40.67789986700007,-73.98428252099995,POINT (-73.98428252099995 40.67789986700007),2020-06-25 00:49:00+00:00,2020,6,00:49:00,Thursday
22190,QUEENS,111,False,40.74515055200004,-73.86242663599995,POINT (-73.86242663599995 40.74515055200004),2020-02-29 02:13:00+00:00,2020,2,02:13:00,Saturday
22191,BROOKLYN,75,False,40.68033280500004,-73.93842499899995,POINT (-73.93842499899995 40.68033280500004),2020-11-12 23:03:00+00:00,2020,11,23:03:00,Thursday
22192,BROOKLYN,67,True,40.69639298900006,-73.97739020999995,POINT (-73.97739020999995 40.69639298900006),2020-07-05 04:22:00+00:00,2020,7,04:22:00,Sunday
22193,BRONX,40,False,40.67664717900004,-73.77693007999993,POINT (-73.77693007999993 40.67664717900004),2020-06-02 11:30:00+00:00,2020,6,11:30:00,Tuesday
22194,BROOKLYN,69,False,40.67459999000005,-73.93057482199998,POINT (-73.93057482199998 40.67459999000005),2020-08-19 00:03:00+00:00,2020,8,00:03:00,Wednesday
22195,BROOKLYN,75,False,40.84018440800003,-73.92527007399997,POINT (-73.92527007399997 40.84018440800003),2020-06-19 23:00:00+00:00,2020,6,23:00:00,Friday
22196,MANHATTAN,6,False,40.83754882800008,-73.92019187599993,POINT (-73.92019187599993 40.83754882800008),2020-06-01 23:20:00+00:00,2020,6,23:20:00,Monday
22197,STATEN ISLAND,121,False,40.82414626900004,-73.89294648299993,POINT (-73.89294648299993 40.824146269000046),2020-08-10 15:20:00+00:00,2020,8,15:20:00,Monday
22198,BROOKLYN,73,True,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045),2020-10-07 22:41:00+00:00,2020,10,22:41:00,Wednesday
22199,QUEENS,103,False,40.82500020700007,-73.91661537699997,POINT (-73.91661537699997 40.825000207000066),2020-08-24 21:17:00+00:00,2020,8,21:17:00,Monday
22200,QUEENS,101,False,40.63753230000003,-73.90796443499994,POINT (-73.90796443499994 40.63753230000003),2020-07-11 20:00:00+00:00,2020,7,20:00:00,Saturday
22201,BROOKLYN,88,False,40.68846514200004,-73.93763502499998,POINT (-73.93763502499998 40.68846514200004),2020-09-21 21:56:00+00:00,2020,9,21:56:00,Monday
22202,QUEENS,113,False,40.69459323800004,-73.79347284999993,POINT (-73.79347284999993 40.694593238000046),2020-08-22 06:00:00+00:00,2020,8,06:00:00,Saturday
22203,BROOKLYN,76,True,40.65272464900005,-73.93150216299993,POINT (-73.93150216299993 40.65272464900005),2020-02-08 02:20:00+00:00,2020,2,02:20:00,Saturday
22204,BROOKLYN,75,False,40.78226833600007,-73.94544422899996,POINT (-73.94544422899996 40.78226833600007),2020-07-27 22:28:00+00:00,2020,7,22:28:00,Monday
22205,QUEENS,101,False,40.87884246400005,-73.85066509199999,POINT (-73.85066509199999 40.87884246400005),2020-07-11 19:20:00+00:00,2020,7,19:20:00,Saturday
22206,BROOKLYN,94,False,40.86502854100007,-73.89276136399997,POINT (-73.89276136399997 40.86502854100007),2020-06-28 04:10:00+00:00,2020,6,04:10:00,Sunday
22207,BROOKLYN,77,True,40.69327412300004,-73.97359405499998,POINT (-73.97359405499998 40.69327412300004),2020-08-12 01:20:00+00:00,2020,8,01:20:00,Wednesday
22208,MANHATTAN,25,False,40.80550434700007,-73.91647725199994,POINT (-73.91647725199994 40.80550434700007),2020-11-29 19:25:00+00:00,2020,11,19:25:00,Sunday
22209,MANHATTAN,7,False,40.81371024600002,-73.923182807,POINT (-73.923182807 40.81371024600002),2020-03-21 00:13:00+00:00,2020,3,00:13:00,Saturday
22210,QUEENS,105,True,40.63287401500003,-73.89777125499995,POINT (-73.89777125499995 40.63287401500003),2020-08-23 07:04:00+00:00,2020,8,07:04:00,Sunday
22211,BRONX,43,False,40.64939238800008,-73.91871238299996,POINT (-73.91871238299996 40.64939238800008),2020-06-14 23:05:00+00:00,2020,6,23:05:00,Sunday
22212,STATEN ISLAND,120,False,40.82741405100006,-73.87794577499993,POINT (-73.87794577499993 40.82741405100006),2020-06-22 23:40:00+00:00,2020,6,23:40:00,Monday
22213,BROOKLYN,61,False,40.67870758200007,-74.00861450999997,POINT (-74.00861450999997 40.67870758200007),2020-07-03 00:30:00+00:00,2020,7,00:30:00,Friday
22214,BRONX,41,False,40.69747618400004,-73.91599229699995,POINT (-73.91599229699995 40.69747618400004),2020-06-03 16:55:00+00:00,2020,6,16:55:00,Wednesday
22215,BRONX,52,True,40.85358740100002,-73.90059135599995,POINT (-73.90059135599995 40.85358740100002),2020-10-19 07:03:00+00:00,2020,10,07:03:00,Monday
22216,BRONX,46,False,40.82491238500006,-73.86691195599997,POINT (-73.86691195599997 40.82491238500006),2020-07-16 00:31:00+00:00,2020,7,00:31:00,Thursday
22217,MANHATTAN,25,False,40.672615329000045,-73.93494971999998,POINT (-73.93494971999998 40.672615329000045),2020-11-04 16:50:00+00:00,2020,11,16:50:00,Wednesday
22218,BROOKLYN,79,False,40.76023534300003,-73.84899259199995,POINT (-73.84899259199995 40.76023534300003),2020-06-16 23:30:00+00:00,2020,6,23:30:00,Tuesday
22219,QUEENS,109,False,40.75890301700008,-73.86119261,POINT (-73.86119261 40.75890301700008),2020-02-21 22:10:00+00:00,2020,2,22:10:00,Friday
22220,BROOKLYN,60,True,40.67681575000006,-73.90811572099993,POINT (-73.90811572099994 40.67681575000006),2020-09-30 01:52:00+00:00,2020,9,01:52:00,Wednesday
22221,BROOKLYN,62,False,40.86591157800007,-73.90439085199995,POINT (-73.90439085199995 40.865911578000066),2020-07-11 01:50:00+00:00,2020,7,01:50:00,Saturday
22222,BROOKLYN,66,False,40.88745131300004,-73.84760778699997,POINT (-73.84760778699997 40.88745131300004),2020-12-12 17:24:00+00:00,2020,12,17:24:00,Saturday
22223,BROOKLYN,77,True,40.70396896100005,-73.94020650199997,POINT (-73.94020650199997 40.703968961000044),2020-07-22 17:59:00+00:00,2020,7,17:59:00,Wednesday
22224,MANHATTAN,28,False,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046),2020-05-09 19:23:00+00:00,2020,5,19:23:00,Saturday
22225,BROOKLYN,81,False,40.69050586900005,-73.95900552099994,POINT (-73.95900552099994 40.69050586900005),2020-06-18 23:51:00+00:00,2020,6,23:51:00,Thursday
22226,QUEENS,105,False,40.85671497600004,-73.92833866999997,POINT (-73.92833866999997 40.856714976000035),2020-10-11 00:38:00+00:00,2020,10,00:38:00,Sunday
22227,BROOKLYN,90,True,40.85071487300007,-73.884199702,POINT (-73.884199702 40.85071487300007),2020-10-13 14:30:00+00:00,2020,10,14:30:00,Tuesday
22228,BROOKLYN,66,False,40.65226240300007,-73.76050942399996,POINT (-73.76050942399996 40.652262403000066),2020-12-18 05:00:00+00:00,2020,12,05:00:00,Friday
22229,MANHATTAN,23,False,40.77776503700005,-73.84616901299995,POINT (-73.84616901299995 40.777765037000044),2020-08-22 20:24:00+00:00,2020,8,20:24:00,Saturday
22230,MANHATTAN,23,False,40.64465822300008,-74.01258472999997,POINT (-74.01258472999997 40.64465822300008),2020-05-16 01:09:00+00:00,2020,5,01:09:00,Saturday
22231,MANHATTAN,28,False,40.81362269100004,-73.91571925399995,POINT (-73.91571925399995 40.813622691000035),2020-05-02 21:55:00+00:00,2020,5,21:55:00,Saturday
22232,BROOKLYN,71,True,40.66178800000005,-73.95365984099993,POINT (-73.95365984099993 40.66178800000005),2020-08-16 02:03:00+00:00,2020,8,02:03:00,Sunday
22233,BRONX,49,False,40.70443024800005,-73.80271159899996,POINT (-73.80271159899996 40.704430248000044),2020-08-15 20:31:00+00:00,2020,8,20:31:00,Saturday
22234,QUEENS,101,False,40.63348676500004,-74.163427185,POINT (-74.163427185 40.633486765000036),2020-07-20 22:19:00+00:00,2020,7,22:19:00,Monday
22235,BROOKLYN,67,False,40.58734650400004,-73.81304853899996,POINT (-73.81304853899996 40.58734650400004),2020-09-21 21:24:00+00:00,2020,9,21:24:00,Monday
22236,BROOKLYN,79,True,40.74798569200004,-74.00089288399994,POINT (-74.00089288399994 40.74798569200004),2020-08-27 18:05:00+00:00,2020,8,18:05:00,Thursday
22237,QUEENS,103,False,40.58734650400004,-73.81304853899996,POINT (-73.81304853899996 40.58734650400004),2020-09-13 01:40:00+00:00,2020,9,01:40:00,Sunday
22238,QUEENS,103,True,40.63122789000005,-74.16528427199995,POINT (-74.16528427199995 40.63122789000005),2020-09-11 02:32:00+00:00,2020,9,02:32:00,Friday
22239,MANHATTAN,25,False,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045),2020-06-13 23:02:00+00:00,2020,6,23:02:00,Saturday
22240,BRONX,40,False,40.65413984600008,-73.92530547799998,POINT (-73.92530547799998 40.65413984600008),2020-08-03 20:12:00+00:00,2020,8,20:12:00,Monday
22241,QUEENS,110,False,40.64181870800007,-73.93465544299994,POINT (-73.93465544299994 40.64181870800007),2020-07-12 00:30:00+00:00,2020,7,00:30:00,Sunday
22242,MANHATTAN,10,False,40.60085365300005,-73.75465115799993,POINT (-73.75465115799993 40.60085365300005),2020-10-23 23:15:00+00:00,2020,10,23:15:00,Friday
22243,MANHATTAN,23,False,40.68033280500004,-73.93842499899995,POINT (-73.93842499899995 40.68033280500004),2020-11-26 11:42:00+00:00,2020,11,11:42:00,Thursday
22244,BRONX,47,False,40.88722715100005,-73.90473632399994,POINT (-73.90473632399994 40.88722715100005),2020-09-01 02:03:00+00:00,2020,9,02:03:00,Tuesday
22245,QUEENS,113,True,40.67459999000005,-73.93057482199998,POINT (-73.93057482199998 40.67459999000005),2020-08-15 03:00:00+00:00,2020,8,03:00:00,Saturday
22246,MANHATTAN,34,False,40.86436863500006,-73.86544107799993,POINT (-73.86544107799993 40.86436863500006),2020-01-20 04:50:00+00:00,2020,1,04:50:00,Monday
22247,BRONX,52,False,40.68927245800006,-73.94364165399996,POINT (-73.94364165399996 40.68927245800006),2020-09-06 23:24:00+00:00,2020,9,23:24:00,Sunday
22248,BROOKLYN,67,True,40.69050586900005,-73.95900552099994,POINT (-73.95900552099994 40.69050586900005),2020-08-15 06:32:00+00:00,2020,8,06:32:00,Saturday
22249,BRONX,48,False,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007),2020-07-26 05:43:00+00:00,2020,7,05:43:00,Sunday
22250,QUEENS,103,False,40.62423677200008,-74.08075553299993,POINT (-74.08075553299993 40.62423677200008),2020-10-09 21:30:00+00:00,2020,10,21:30:00,Friday
22251,BROOKLYN,79,False,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008),2020-11-22 23:15:00+00:00,2020,11,23:15:00,Sunday
22252,BRONX,47,False,40.80088659200004,-73.96076156699996,POINT (-73.96076156699996 40.80088659200004),2020-07-17 23:53:00+00:00,2020,7,23:53:00,Friday
22253,STATEN ISLAND,120,False,40.66547225800008,-73.81857169299997,POINT (-73.81857169299997 40.66547225800008),2020-12-27 21:55:00+00:00,2020,12,21:55:00,Sunday
22254,BROOKLYN,73,False,40.82491238500006,-73.86691195599997,POINT (-73.86691195599997 40.82491238500006),2020-07-19 03:58:00+00:00,2020,7,03:58:00,Sunday
22255,BROOKLYN,79,False,40.85399770500004,-73.89897854099996,POINT (-73.89897854099996 40.85399770500004),2020-08-09 22:40:00+00:00,2020,8,22:40:00,Sunday
22256,BROOKLYN,78,False,40.575031251000034,-73.98988266699997,POINT (-73.98988266699997 40.575031251000034),2020-11-01 16:13:00+00:00,2020,11,16:13:00,Sunday
22257,BRONX,46,False,40.69807848600004,-73.94531476999998,POINT (-73.94531476999998 40.698078486000036),2020-06-20 01:50:00+00:00,2020,6,01:50:00,Saturday
22258,BRONX,43,False,40.78673189800003,-73.94113246799998,POINT (-73.94113246799998 40.78673189800003),2020-06-27 22:28:00+00:00,2020,6,22:28:00,Saturday
22259,MANHATTAN,26,False,40.64128004900005,-73.95639455799993,POINT (-73.95639455799993 40.64128004900005),2020-06-13 02:13:00+00:00,2020,6,02:13:00,Saturday
22260,MANHATTAN,32,False,40.70676502500004,-73.79275705599997,POINT (-73.79275705599997 40.70676502500004),2020-09-25 23:36:00+00:00,2020,9,23:36:00,Friday
22261,BROOKLYN,67,False,40.67003008100005,-73.90404439699995,POINT (-73.90404439699995 40.67003008100005),2020-06-27 04:13:00+00:00,2020,6,04:13:00,Saturday
22262,MANHATTAN,34,False,40.88484355600008,-73.85374008999997,POINT (-73.85374008999997 40.88484355600008),2020-07-05 03:20:00+00:00,2020,7,03:20:00,Sunday
22263,MANHATTAN,25,True,40.65269512700007,-73.96284167499994,POINT (-73.96284167499994 40.65269512700007),2020-03-05 18:39:00+00:00,2020,3,18:39:00,Thursday
22264,BRONX,45,True,40.86370044700004,-73.90572447299998,POINT (-73.90572447299998 40.86370044700004),2020-06-15 00:40:00+00:00,2020,6,00:40:00,Monday
22265,BROOKLYN,77,False,40.81461223200006,-73.91395501999993,POINT (-73.91395501999993 40.81461223200006),2020-07-21 12:45:00+00:00,2020,7,12:45:00,Tuesday
22266,MANHATTAN,23,False,40.86948244500008,-73.88625324799993,POINT (-73.88625324799993 40.869482445000074),2020-08-02 22:53:00+00:00,2020,8,22:53:00,Sunday
22267,BROOKLYN,90,False,40.86106308500007,-73.893447414,POINT (-73.893447414 40.86106308500007),2020-12-13 22:00:00+00:00,2020,12,22:00:00,Sunday
22268,BRONX,41,False,40.85131608800003,-73.90211652299998,POINT (-73.90211652299998 40.85131608800003),2020-08-09 04:54:00+00:00,2020,8,04:54:00,Sunday
22269,BRONX,41,False,40.86189455900006,-73.85766248,POINT (-73.85766248 40.86189455900006),2020-12-21 02:27:00+00:00,2020,12,02:27:00,Monday
22270,BROOKLYN,84,True,40.85109863400004,-73.90803040599997,POINT (-73.90803040599997 40.85109863400004),2020-02-24 15:30:00+00:00,2020,2,15:30:00,Monday
22271,MANHATTAN,30,False,40.68636981000003,-73.91459284799998,POINT (-73.91459284799998 40.68636981000003),2020-12-25 23:55:00+00:00,2020,12,23:55:00,Friday
22272,MANHATTAN,9,False,40.67924233600007,-73.94218636599999,POINT (-73.94218636599999 40.67924233600007),2020-03-08 05:00:00+00:00,2020,3,05:00:00,Sunday
22273,BROOKLYN,75,False,40.68933015300007,-73.94968144799998,POINT (-73.94968144799998 40.68933015300007),2020-08-28 09:40:00+00:00,2020,8,09:40:00,Friday
22274,MANHATTAN,13,False,40.84386351200004,-73.91509543199999,POINT (-73.91509543199999 40.84386351200004),2020-10-18 17:50:00+00:00,2020,10,17:50:00,Sunday
22276,BRONX,46,False,40.86413608500004,-73.91918020999998,POINT (-73.91918020999998 40.86413608500004),2020-03-15 20:39:00+00:00,2020,3,20:39:00,Sunday
22277,QUEENS,105,True,40.65087729100002,-73.93130224699998,POINT (-73.93130224699998 40.65087729100002),2020-11-12 01:30:00+00:00,2020,11,01:30:00,Thursday
22278,BRONX,42,False,40.63018538100005,-73.973676658,POINT (-73.973676658 40.63018538100005),2020-08-16 04:25:00+00:00,2020,8,04:25:00,Sunday
22279,BROOKLYN,70,False,40.83119531600005,-73.91327951999993,POINT (-73.91327951999993 40.83119531600005),2020-08-06 22:48:00+00:00,2020,8,22:48:00,Thursday
22280,BROOKLYN,73,False,40.82867545800008,-73.94398971599996,POINT (-73.94398971599996 40.82867545800008),2020-05-17 01:20:00+00:00,2020,5,01:20:00,Sunday
22281,QUEENS,113,False,40.82736692100008,-73.90685995799998,POINT (-73.90685995799998 40.82736692100008),2020-10-05 12:00:00+00:00,2020,10,12:00:00,Monday
22282,BROOKLYN,67,True,40.64078356100004,-73.957241647,POINT (-73.957241647 40.640783561000035),2020-11-14 10:00:00+00:00,2020,11,10:00:00,Saturday
22283,BRONX,52,False,40.62851560000007,-73.94138369799998,POINT (-73.94138369799998 40.62851560000007),2020-07-11 01:53:00+00:00,2020,7,01:53:00,Saturday
22284,BRONX,41,False,40.78934789300007,-73.94735241299998,POINT (-73.94735241299998 40.78934789300007),2020-01-12 12:05:00+00:00,2020,1,12:05:00,Sunday
22285,BROOKLYN,79,False,40.839575387000025,-73.93987862799997,POINT (-73.93987862799997 40.839575387000025),2020-05-15 21:49:00+00:00,2020,5,21:49:00,Friday
22286,BRONX,44,False,40.65563971300003,-73.91153990699996,POINT (-73.91153990699996 40.65563971300003),2020-07-26 01:05:00+00:00,2020,7,01:05:00,Sunday
22287,QUEENS,101,True,40.65775788800004,-73.95177405399994,POINT (-73.95177405399994 40.65775788800004),2020-08-24 22:40:00+00:00,2020,8,22:40:00,Monday
22288,MANHATTAN,7,False,40.77110109700004,-73.83449783599998,POINT (-73.834497836 40.77110109700004),2020-03-21 00:13:00+00:00,2020,3,00:13:00,Saturday
22289,BROOKLYN,70,True,40.64141681000008,-73.91229022999994,POINT (-73.91229022999994 40.641416810000074),2020-08-06 22:48:00+00:00,2020,8,22:48:00,Thursday
22290,BRONX,42,False,40.81039601900005,-73.92531074499993,POINT (-73.92531074499993 40.81039601900005),2020-08-22 22:30:00+00:00,2020,8,22:30:00,Saturday
22291,BRONX,43,False,40.86436863500006,-73.86544107799993,POINT (-73.86544107799993 40.86436863500006),2020-06-19 21:45:00+00:00,2020,6,21:45:00,Friday
22292,MANHATTAN,20,False,40.63279800500004,-74.16521970799994,POINT (-74.16521970799994 40.63279800500004),2020-06-27 07:34:00+00:00,2020,6,07:34:00,Saturday
22293,BROOKLYN,69,False,40.756744052000045,-73.99450053399994,POINT (-73.99450053399994 40.756744052000045),2020-08-15 20:40:00+00:00,2020,8,20:40:00,Saturday
22294,BRONX,43,False,40.78450736500002,-73.97548255699996,POINT (-73.97548255699996 40.784507365000024),2020-12-29 13:10:00+00:00,2020,12,13:10:00,Tuesday
22295,BROOKLYN,67,True,40.63973054600008,-73.95274192999993,POINT (-73.95274192999993 40.639730546000074),2020-06-17 01:51:00+00:00,2020,6,01:51:00,Wednesday
22296,BROOKLYN,79,False,40.84472598000008,-73.91226794799998,POINT (-73.91226794799998 40.84472598000008),2020-08-30 21:55:00+00:00,2020,8,21:55:00,Sunday
22297,BROOKLYN,79,False,40.71033594600004,-73.94988561899999,POINT (-73.94988561899999 40.710335946000036),2020-09-11 23:28:00+00:00,2020,9,23:28:00,Friday
22298,BRONX,46,False,40.68594655400005,-73.91383979899997,POINT (-73.91383979899997 40.68594655400005),2020-11-14 01:30:00+00:00,2020,11,01:30:00,Saturday
22299,BRONX,44,False,40.64564719600002,-73.90287588699994,POINT (-73.90287588699994 40.64564719600002),2020-06-13 00:35:00+00:00,2020,6,00:35:00,Saturday
22300,MANHATTAN,23,False,40.646331289000045,-73.95865428799993,POINT (-73.95865428799993 40.646331289000045),2020-06-20 20:41:00+00:00,2020,6,20:41:00,Saturday
22301,BROOKLYN,75,False,40.64332996700006,-74.01038280899996,POINT (-74.01038280899998 40.64332996700006),2020-07-13 13:09:00+00:00,2020,7,13:09:00,Monday
22302,STATEN ISLAND,120,True,40.703493339000026,-73.89352614299997,POINT (-73.89352614299997 40.703493339000026),2020-12-19 16:56:00+00:00,2020,12,16:56:00,Saturday
22303,BROOKLYN,73,False,40.85036729300003,-73.91725589399994,POINT (-73.91725589399994 40.85036729300003),2020-08-15 01:08:00+00:00,2020,8,01:08:00,Saturday
22304,QUEENS,113,False,40.64505957100005,-73.96420804299999,POINT (-73.96420804299999 40.64505957100005),2020-06-13 18:15:00+00:00,2020,6,18:15:00,Saturday
22305,MANHATTAN,24,True,40.84588066600002,-73.88617794499999,POINT (-73.88617794499999 40.84588066600002),2020-06-22 19:00:00+00:00,2020,6,19:00:00,Monday
22306,STATEN ISLAND,121,False,40.59646293100008,-73.77246640899993,POINT (-73.77246640899993 40.59646293100008),2020-01-11 16:00:00+00:00,2020,1,16:00:00,Saturday
22307,BROOKLYN,79,False,40.66452749800004,-73.94773929099993,POINT (-73.94773929099993 40.66452749800004),2020-11-22 23:15:00+00:00,2020,11,23:15:00,Sunday
22308,BROOKLYN,60,False,40.66471735100004,-73.92823133899999,POINT (-73.92823133899999 40.664717351000036),2020-06-09 17:13:00+00:00,2020,6,17:13:00,Tuesday
22309,QUEENS,102,False,40.86226749000008,-73.89588578099993,POINT (-73.89588578099993 40.86226749000008),2020-08-30 22:52:00+00:00,2020,8,22:52:00,Sunday
22310,BRONX,42,False,40.65652439500008,-73.91636102499997,POINT (-73.91636102499997 40.656524395000076),2020-11-03 19:25:00+00:00,2020,11,19:25:00,Tuesday
22311,MANHATTAN,33,False,40.811516073000064,-73.90341775499998,POINT (-73.90341775499998 40.811516073000064),2020-12-09 01:23:00+00:00,2020,12,01:23:00,Wednesday
22312,BROOKLYN,79,True,40.67459999000005,-73.93057482199998,POINT (-73.93057482199998 40.67459999000005),2020-01-20 19:30:00+00:00,2020,1,19:30:00,Monday
22313,BROOKLYN,71,True,40.66035902700002,-73.74126209899998,POINT (-73.74126209899998 40.66035902700002),2020-10-21 22:18:00+00:00,2020,10,22:18:00,Wednesday
22314,QUEENS,110,False,40.85214828000005,-73.92069849099995,POINT (-73.92069849099995 40.852148280000044),2020-09-14 03:45:00+00:00,2020,9,03:45:00,Monday
22315,BROOKLYN,77,False,40.66757342400008,-73.90729576599993,POINT (-73.90729576599993 40.667573424000075),2020-11-26 17:55:00+00:00,2020,11,17:55:00,Thursday
22316,QUEENS,101,False,40.751222840000025,-73.98045027299997,POINT (-73.98045027299997 40.751222840000025),2020-07-09 22:55:00+00:00,2020,7,22:55:00,Thursday
22317,BROOKLYN,73,True,40.695782146000056,-73.79066712199995,POINT (-73.79066712199995 40.695782146000056),2020-08-23 22:39:00+00:00,2020,8,22:39:00,Sunday
22318,QUEENS,100,True,40.66194314900008,-73.92102913399998,POINT (-73.92102913399998 40.66194314900008),2020-05-14 01:03:00+00:00,2020,5,01:03:00,Thursday
22319,MANHATTAN,26,False,40.85385613100004,-73.91769978899998,POINT (-73.91769978899998 40.85385613100004),2020-06-06 22:30:00+00:00,2020,6,22:30:00,Saturday
22320,QUEENS,105,False,40.88782111000006,-73.83129224099997,POINT (-73.83129224099997 40.88782111000006),2020-08-10 22:00:00+00:00,2020,8,22:00:00,Monday
22321,BROOKLYN,71,False,40.681413218000046,-73.92725792699997,POINT (-73.92725792699997 40.68141321800005),2020-10-21 22:18:00+00:00,2020,10,22:18:00,Wednesday
22322,BRONX,52,False,40.75666742000004,-73.94394919599996,POINT (-73.94394919599996 40.756667420000035),2020-08-21 23:00:00+00:00,2020,8,23:00:00,Friday
22323,BROOKLYN,73,False,40.67541918000006,-73.93753906899997,POINT (-73.93753906899997 40.67541918000006),2020-06-28 03:10:00+00:00,2020,6,03:10:00,Sunday
22324,BROOKLYN,75,True,40.81362269100004,-73.91571925399995,POINT (-73.91571925399995 40.813622691000035),2020-07-26 18:38:00+00:00,2020,7,18:38:00,Sunday
22325,BROOKLYN,81,False,40.86350728100007,-73.90446299999998,POINT (-73.90446299999998 40.86350728100007),2020-06-02 12:05:00+00:00,2020,6,12:05:00,Tuesday
22326,BROOKLYN,62,True,40.751222840000025,-73.98045027299997,POINT (-73.98045027299997 40.751222840000025),2020-09-05 04:30:00+00:00,2020,9,04:30:00,Saturday
22327,BRONX,43,False,40.71626346000005,-73.98407867999998,POINT (-73.98407867999998 40.71626346000005),2020-07-19 03:29:00+00:00,2020,7,03:29:00,Sunday
22328,BROOKLYN,67,False,40.597138287000064,-73.78833691199996,POINT (-73.78833691199996 40.597138287000064),2020-05-17 03:09:00+00:00,2020,5,03:09:00,Sunday
22329,QUEENS,103,False,40.57343941200002,-73.99174391099997,POINT (-73.99174391099999 40.57343941200002),2020-02-08 05:30:00+00:00,2020,2,05:30:00,Saturday
22330,BROOKLYN,69,False,40.69327412300004,-73.97359405499998,POINT (-73.97359405499998 40.69327412300004),2020-08-12 20:19:00+00:00,2020,8,20:19:00,Wednesday
22331,BRONX,48,True,40.69783630800004,-73.79584659799998,POINT (-73.79584659799998 40.69783630800004),2020-04-18 00:57:00+00:00,2020,4,00:57:00,Saturday
22332,BROOKLYN,75,False,40.83540554900002,-73.92478396599995,POINT (-73.92478396599995 40.83540554900002),2020-12-04 13:20:00+00:00,2020,12,13:20:00,Friday
22333,BRONX,47,False,40.67527687700005,-74.00366424199996,POINT (-74.00366424199996 40.675276877000044),2020-12-04 05:25:00+00:00,2020,12,05:25:00,Friday
22334,BRONX,42,True,40.70059059000005,-73.80774319999993,POINT (-73.80774319999995 40.70059059000005),2020-10-15 17:58:00+00:00,2020,10,17:58:00,Thursday
22336,BROOKLYN,60,False,40.68965532000004,-73.91840006999998,POINT (-73.91840006999998 40.689655320000035),2020-04-14 23:59:00+00:00,2020,4,23:59:00,Tuesday
22337,BRONX,47,False,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008),2020-05-24 08:42:00+00:00,2020,5,08:42:00,Sunday
22338,BROOKLYN,81,False,40.57758741600002,-73.97633607099993,POINT (-73.97633607099993 40.57758741600002),2020-06-08 22:38:00+00:00,2020,6,22:38:00,Monday
22339,BRONX,42,False,40.63738769300004,-73.94911169499993,POINT (-73.94911169499993 40.63738769300004),2020-07-29 00:06:00+00:00,2020,7,00:06:00,Wednesday
