,BORO,PRECINCT,STATISTICAL_MURDER_FLAG,Latitude,Longitude,Lon_Lat,datetime,year,month,day,time,day_of_week_name
22477,STATEN ISLAND,121,True,40.62182225,-74.00227805,POINT (-74.00227804999997 40.62182224900005),2020-04-08 22:26:00+00:00,2020,4,8,22:26:00,Wednesday
22481,BROOKLYN,75,False,40.59372578,-73.77496024,POINT (-73.77496023599997 40.59372577800008),2020-04-06 21:53:00+00:00,2020,4,6,21:53:00,Monday
22483,BROOKLYN,81,False,40.78970954,-73.96797272,POINT (-73.96797272299993 40.78970953800007),2020-03-08 20:00:00+00:00,2020,3,8,20:00:00,Sunday
22487,BRONX,44,False,40.79409373,-73.93681016,POINT (-73.936810155 40.79409372500004),2020-04-07 18:15:00+00:00,2020,4,7,18:15:00,Tuesday
22498,BROOKLYN,73,False,40.88605551,-73.87875672,POINT (-73.87875671899997 40.886055507000044),2020-04-06 17:40:00+00:00,2020,4,6,17:40:00,Monday
22501,BROOKLYN,81,False,40.80919375,-73.92518927,POINT (-73.92518927399993 40.80919375100007),2020-01-07 23:00:00+00:00,2020,1,7,23:00:00,Tuesday
22504,BROOKLYN,67,False,40.85657673,-73.84389368,POINT (-73.84389367799997 40.85657672800004),2020-03-29 06:17:00+00:00,2020,3,29,06:17:00,Sunday
22506,BROOKLYN,90,False,40.70534732,-73.94115745,POINT (-73.94115744599996 40.70534732300007),2020-03-08 04:51:00+00:00,2020,3,8,04:51:00,Sunday
22511,QUEENS,104,False,40.87755443,-73.87293947,POINT (-73.87293947099994 40.877554428000046),2020-03-27 19:35:00+00:00,2020,3,27,19:35:00,Friday
22517,BRONX,46,False,40.74479336,-73.99329255,POINT (-73.99329254599996 40.74479335700005),2020-04-22 01:06:00+00:00,2020,4,22,01:06:00,Wednesday
22519,QUEENS,105,False,40.82034874,-73.94002245,POINT (-73.94002245199994 40.82034873600002),2020-01-28 14:30:00+00:00,2020,1,28,14:30:00,Tuesday
22526,QUEENS,115,False,40.84460258,-73.88166226,POINT (-73.88166226199996 40.84460257800004),2020-01-13 03:51:00+00:00,2020,1,13,03:51:00,Monday
22540,BROOKLYN,72,False,40.67623191,-74.006945,POINT (-74.00694499699993 40.676231908000034),2020-01-13 16:36:00+00:00,2020,1,13,16:36:00,Monday
22543,BRONX,47,True,40.74798569,-74.00089288,POINT (-74.00089288399994 40.74798569200004),2020-02-03 21:12:00+00:00,2020,2,3,21:12:00,Monday
22546,MANHATTAN,34,True,40.86436864,-73.86544108,POINT (-73.86544107799993 40.86436863500006),2020-01-20 04:50:00+00:00,2020,1,20,04:50:00,Monday
22547,BRONX,46,True,40.63633348,-73.89892973,POINT (-73.89892972899997 40.63633347500007),2020-01-19 23:30:00+00:00,2020,1,19,23:30:00,Sunday
22564,BROOKLYN,79,False,40.71368588,-73.7357525,POINT (-73.73575249799995 40.71368588400003),2020-03-28 21:43:00+00:00,2020,3,28,21:43:00,Saturday
22576,BRONX,42,False,40.78934789,-73.94735241,POINT (-73.94735241299998 40.78934789300007),2020-04-17 02:45:00+00:00,2020,4,17,02:45:00,Friday
22586,BROOKLYN,75,False,40.90337931,-73.85444089,POINT (-73.85444088699995 40.90337931000005),2020-03-23 07:45:00+00:00,2020,3,23,07:45:00,Monday
22594,QUEENS,113,False,40.85031637,-73.88643783,POINT (-73.88643783499998 40.85031637100008),2020-03-20 19:04:00+00:00,2020,3,20,19:04:00,Friday
22600,BROOKLYN,79,True,40.65106272,-73.92929834,POINT (-73.92929833799997 40.65106272200006),2020-03-03 03:10:00+00:00,2020,3,3,03:10:00,Tuesday
22607,BROOKLYN,71,False,40.81636615,-73.86762631,POINT (-73.86762631099998 40.816366145000075),2020-02-14 16:32:00+00:00,2020,2,14,16:32:00,Friday
22609,MANHATTAN,33,False,40.82774366,-73.90438065,POINT (-73.90438065399997 40.82774366300004),2020-03-05 10:48:00+00:00,2020,3,5,10:48:00,Thursday
22611,QUEENS,101,False,40.72328014,-73.99746883,POINT (-73.99746883299997 40.723280139000046),2020-02-05 04:02:00+00:00,2020,2,5,04:02:00,Wednesday
22627,BRONX,50,False,40.72628778,-73.987796,POINT (-73.98779600499995 40.72628777500006),2020-01-06 14:15:00+00:00,2020,1,6,14:15:00,Monday
22630,BROOKLYN,75,False,40.81594676,-73.90762016,POINT (-73.90762016499998 40.81594675500003),2020-04-07 16:44:00+00:00,2020,4,7,16:44:00,Tuesday
22632,MANHATTAN,23,False,40.66420739,-73.88775313,POINT (-73.88775313199994 40.66420738500005),2020-03-03 21:27:00+00:00,2020,3,3,21:27:00,Tuesday
22667,BROOKLYN,81,True,40.61889566,-73.92788438,POINT (-73.92788437599995 40.618895663000046),2020-03-16 14:00:00+00:00,2020,3,16,14:00:00,Monday
22681,BRONX,47,True,40.85761269,-73.89312398,POINT (-73.89312397699997 40.857612694000075),2020-02-18 11:17:00+00:00,2020,2,18,11:17:00,Tuesday
22690,BROOKLYN,72,False,40.64633821,-74.01083732,POINT (-74.01083732399997 40.64633820900008),2020-01-02 19:30:00+00:00,2020,1,2,19:30:00,Thursday
22692,BROOKLYN,90,False,40.84318799,-73.90092495,POINT (-73.90092494799995 40.84318799200002),2020-01-24 14:48:00+00:00,2020,1,24,14:48:00,Friday
22696,BRONX,42,False,40.64032011,-73.93979151,POINT (-73.93979151099995 40.640320114000076),2020-01-13 13:52:00+00:00,2020,1,13,13:52:00,Monday
22698,BRONX,46,True,40.77329985,-73.98802568,POINT (-73.98802567999998 40.77329984700003),2020-01-19 23:30:00+00:00,2020,1,19,23:30:00,Sunday
22700,BROOKLYN,75,False,40.81740254,-73.88724185,POINT (-73.88724185399997 40.81740254300007),2020-03-14 12:21:00+00:00,2020,3,14,12:21:00,Saturday
22701,BRONX,44,False,40.71156494,-73.98834337,POINT (-73.98834336899995 40.71156493900003),2020-04-10 04:39:00+00:00,2020,4,10,04:39:00,Friday
22712,BROOKLYN,70,False,40.67141166,-73.88151172,POINT (-73.88151172399995 40.67141166300007),2020-03-03 12:23:00+00:00,2020,3,3,12:23:00,Tuesday
22713,MANHATTAN,34,False,40.669566,-73.88857683,POINT (-73.88857682599996 40.66956599700006),2020-01-05 02:20:00+00:00,2020,1,5,02:20:00,Sunday
22739,BROOKLYN,75,False,40.68910829,-73.78696321,POINT (-73.78696320699999 40.68910828500003),2020-02-21 02:15:00+00:00,2020,2,21,02:15:00,Friday
22750,QUEENS,103,False,40.86413609,-73.91918021,POINT (-73.91918020999998 40.86413608500004),2020-04-08 07:50:00+00:00,2020,4,8,07:50:00,Wednesday
22753,QUEENS,115,False,40.70138766,-73.75230118,POINT (-73.75230117999998 40.70138766100007),2020-03-21 01:15:00+00:00,2020,3,21,01:15:00,Saturday
22754,MANHATTAN,30,False,40.66940465,-73.86363907,POINT (-73.86363907499998 40.66940464800007),2020-01-23 14:00:00+00:00,2020,1,23,14:00:00,Thursday
22762,BRONX,41,False,40.66399003,-73.86669235,POINT (-73.86669235099998 40.663990028000065),2020-01-11 21:45:00+00:00,2020,1,11,21:45:00,Saturday
22763,MANHATTAN,25,False,40.67824326,-73.8955097,POINT (-73.89550970099998 40.67824325500004),2020-01-02 16:25:00+00:00,2020,1,2,16:25:00,Thursday
22766,MANHATTAN,7,False,40.70534027,-73.96400256,POINT (-73.96400255699997 40.705340265000075),2020-03-21 00:13:00+00:00,2020,3,21,00:13:00,Saturday
22767,BROOKLYN,71,False,40.66778911,-73.9058716,POINT (-73.90587160499997 40.667789106000036),2020-03-14 00:50:00+00:00,2020,3,14,00:50:00,Saturday
22775,BRONX,52,False,40.65269513,-73.96284167,POINT (-73.96284167499994 40.65269512700007),2020-02-10 00:16:00+00:00,2020,2,10,00:16:00,Monday
22780,MANHATTAN,33,False,40.66254287,-73.89829168,POINT (-73.89829168299997 40.66254286800007),2020-03-05 10:48:00+00:00,2020,3,5,10:48:00,Thursday
22796,MANHATTAN,24,True,40.67704431,-73.96362125,POINT (-73.96362125499998 40.677044310000035),2020-01-01 21:47:00+00:00,2020,1,1,21:47:00,Wednesday
22799,BROOKLYN,75,False,40.64444994,-74.00921907,POINT (-74.00921906899998 40.644449939000026),2020-01-29 20:30:00+00:00,2020,1,29,20:30:00,Wednesday
22805,MANHATTAN,34,True,40.74396184,-73.87422638,POINT (-73.87422637699996 40.74396183900007),2020-01-20 04:50:00+00:00,2020,1,20,04:50:00,Monday
22809,MANHATTAN,18,True,40.81592955,-73.94516736,POINT (-73.94516735699995 40.815929553000046),2020-01-23 01:20:00+00:00,2020,1,23,01:20:00,Thursday
22816,BROOKLYN,75,False,40.88554018,-73.85332627,POINT (-73.85332627499997 40.885540183000046),2020-04-27 19:55:00+00:00,2020,4,27,19:55:00,Monday
22827,BROOKLYN,73,True,40.75890302,-73.86119261,POINT (-73.86119261 40.75890301700008),2020-02-21 10:22:00+00:00,2020,2,21,10:22:00,Friday
22836,BROOKLYN,77,False,40.79725757,-73.96804133,POINT (-73.96804132599993 40.797257565000045),2020-04-11 19:40:00+00:00,2020,4,11,19:40:00,Saturday
22854,BRONX,43,False,40.71246411,-73.82835619,POINT (-73.82835619399998 40.712464112000085),2020-03-09 22:32:00+00:00,2020,3,9,22:32:00,Monday
22856,QUEENS,113,False,40.67141166,-73.88151172,POINT (-73.88151172399995 40.67141166300007),2020-02-17 22:28:00+00:00,2020,2,17,22:28:00,Monday
22857,BROOKLYN,77,False,40.65269513,-73.96284167,POINT (-73.96284167499994 40.65269512700007),2020-03-04 16:26:00+00:00,2020,3,4,16:26:00,Wednesday
22864,BROOKLYN,83,False,40.69225908,-73.95026342,POINT (-73.95026341599998 40.69225907600002),2020-02-08 22:06:00+00:00,2020,2,8,22:06:00,Saturday
22865,BROOKLYN,77,False,40.66269281,-73.88830716,POINT (-73.88830715999995 40.66269280500006),2020-04-30 14:25:00+00:00,2020,4,30,14:25:00,Thursday
22871,QUEENS,113,False,40.67162409,-73.9252895,POINT (-73.925289503 40.67162408600007),2020-04-06 23:10:00+00:00,2020,4,6,23:10:00,Monday
22875,BROOKLYN,67,False,40.68050936,-73.75287988,POINT (-73.75287988099996 40.68050935700006),2020-01-07 16:43:00+00:00,2020,1,7,16:43:00,Tuesday
22898,BROOKLYN,73,False,40.81888137,-73.9192713,POINT (-73.91927129699997 40.81888137300007),2020-01-16 19:55:00+00:00,2020,1,16,19:55:00,Thursday
22909,QUEENS,101,False,40.66636295,-73.88869392,POINT (-73.88869391999998 40.66636295200004),2020-02-19 20:24:00+00:00,2020,2,19,20:24:00,Wednesday
22914,QUEENS,103,False,40.86413609,-73.91918021,POINT (-73.91918020999998 40.86413608500004),2020-04-08 07:50:00+00:00,2020,4,8,07:50:00,Wednesday
22916,BRONX,43,False,40.69564054,-73.85139999,POINT (-73.85139999399996 40.695640535000045),2020-03-10 01:37:00+00:00,2020,3,10,01:37:00,Tuesday
22930,MANHATTAN,28,False,40.64971987,-73.96312803,POINT (-73.96312802699998 40.64971987400003),2020-03-13 00:32:00+00:00,2020,3,13,00:32:00,Friday
22931,BROOKLYN,75,True,40.67467676,-73.94020753,POINT (-73.94020752699998 40.67467676300004),2020-03-09 09:15:00+00:00,2020,3,9,09:15:00,Monday
22941,BROOKLYN,69,False,40.67312818,-73.94462864,POINT (-73.94462864499997 40.67312817700008),2020-04-11 22:50:00+00:00,2020,4,11,22:50:00,Saturday
22951,QUEENS,114,False,40.68004873,-73.77590919,POINT (-73.77590919399995 40.680048726000045),2020-01-15 19:35:00+00:00,2020,1,15,19:35:00,Wednesday
22955,MANHATTAN,34,False,40.86436864,-73.86544108,POINT (-73.86544107799993 40.86436863500006),2020-01-20 04:50:00+00:00,2020,1,20,04:50:00,Monday
22968,BROOKLYN,77,False,40.83362859,-73.89520063,POINT (-73.89520062899999 40.833628590000046),2020-01-09 11:30:00+00:00,2020,1,9,11:30:00,Thursday
22973,BRONX,50,False,40.63348917,-73.88922793,POINT (-73.88922792999993 40.633489170000075),2020-02-18 00:25:00+00:00,2020,2,18,00:25:00,Tuesday
22991,BROOKLYN,79,False,40.85150771,-73.88382239,POINT (-73.88382239499998 40.851507714000036),2020-02-27 02:17:00+00:00,2020,2,27,02:17:00,Thursday
22999,QUEENS,113,False,40.8340455,-73.87814682,POINT (-73.87814681899994 40.83404549800008),2020-01-04 23:38:00+00:00,2020,1,4,23:38:00,Saturday
23000,MANHATTAN,30,True,40.82915525,-73.91598865,POINT (-73.91598865499998 40.82915525300007),2020-01-23 14:00:00+00:00,2020,1,23,14:00:00,Thursday
23026,BROOKLYN,83,False,40.84413995,-73.90038862,POINT (-73.90038861799998 40.84413994500005),2020-01-15 05:31:00+00:00,2020,1,15,05:31:00,Wednesday
23027,BRONX,44,False,40.79409373,-73.93681016,POINT (-73.936810155 40.79409372500004),2020-01-03 17:30:00+00:00,2020,1,3,17:30:00,Friday
23032,BRONX,43,False,40.84727716,-73.91044291,POINT (-73.91044290599996 40.84727715500002),2020-01-26 00:27:00+00:00,2020,1,26,00:27:00,Sunday
23037,BROOKLYN,73,False,40.85227172,-73.92058629,POINT (-73.92058628899998 40.85227171500002),2020-03-06 05:39:00+00:00,2020,3,6,05:39:00,Friday
23046,MANHATTAN,34,False,40.84453267,-73.93541773,POINT (-73.93541772899994 40.84453266500003),2020-02-05 23:13:00+00:00,2020,2,5,23:13:00,Wednesday
23056,BROOKLYN,67,False,40.68733525,-73.93441973,POINT (-73.93441973499995 40.68733525300007),2020-04-05 03:19:00+00:00,2020,4,5,03:19:00,Sunday
23066,BROOKLYN,88,False,40.60666486,-73.7561496,POINT (-73.75614960299998 40.606664855000076),2020-03-22 15:30:00+00:00,2020,3,22,15:30:00,Sunday
23069,QUEENS,103,False,40.78456213,-73.94377405,POINT (-73.943774052 40.78456213200008),2020-02-13 17:55:00+00:00,2020,2,13,17:55:00,Thursday
23075,BRONX,44,False,40.65188819,-73.89586451,POINT (-73.89586451299994 40.65188819400004),2020-04-27 19:30:00+00:00,2020,4,27,19:30:00,Monday
23077,STATEN ISLAND,120,False,40.72128533,-73.97778942,POINT (-73.97778942499998 40.72128533000005),2020-03-26 21:49:00+00:00,2020,3,26,21:49:00,Thursday
23093,STATEN ISLAND,120,False,40.70945998,-73.94314125,POINT (-73.94314125399995 40.70945997800004),2020-02-18 22:25:00+00:00,2020,2,18,22:25:00,Tuesday
23096,BRONX,42,False,40.71124488,-73.95776997,POINT (-73.95776997399997 40.71124488000004),2020-03-09 21:53:00+00:00,2020,3,9,21:53:00,Monday
23103,BROOKLYN,77,False,40.66248621,-73.92451757,POINT (-73.92451757499998 40.66248621300008),2020-04-01 04:18:00+00:00,2020,4,1,04:18:00,Wednesday
23115,MANHATTAN,34,False,40.86436864,-73.86544108,POINT (-73.86544107799993 40.86436863500006),2020-01-20 04:50:00+00:00,2020,1,20,04:50:00,Monday
23117,BROOKLYN,79,True,40.86413609,-73.91918021,POINT (-73.91918020999998 40.86413608500004),2020-04-06 02:00:00+00:00,2020,4,6,02:00:00,Monday
23123,BRONX,45,False,40.75890302,-73.86119261,POINT (-73.86119261 40.75890301700008),2020-01-07 21:00:00+00:00,2020,1,7,21:00:00,Tuesday
23128,BRONX,44,False,40.68376561,-73.97098738,POINT (-73.97098738499994 40.68376560900003),2020-04-10 04:39:00+00:00,2020,4,10,04:39:00,Friday
23138,QUEENS,101,False,40.64064844,-73.96337446,POINT (-73.96337445699999 40.64064843800003),2020-04-30 23:36:00+00:00,2020,4,30,23:36:00,Thursday
23144,QUEENS,113,False,40.83855091,-73.90939937,POINT (-73.90939937399997 40.83855090900005),2020-03-20 19:04:00+00:00,2020,3,20,19:04:00,Friday
23146,QUEENS,100,False,40.66570713,-73.91459047,POINT (-73.91459046799997 40.66570713200008),2020-01-21 12:10:00+00:00,2020,1,21,12:10:00,Tuesday
23149,BRONX,46,False,40.67824326,-73.8955097,POINT (-73.89550970099998 40.67824325500004),2020-04-29 15:30:00+00:00,2020,4,29,15:30:00,Wednesday
23154,BRONX,45,False,40.75890302,-73.86119261,POINT (-73.86119261 40.75890301700008),2020-01-07 21:00:00+00:00,2020,1,7,21:00:00,Tuesday
23155,BRONX,48,True,40.85170536,-73.93199489,POINT (-73.93199489299997 40.85170536100002),2020-04-18 00:57:00+00:00,2020,4,18,00:57:00,Saturday
23160,BRONX,43,True,40.84169493,-73.91110819,POINT (-73.91110819299998 40.84169493300004),2020-01-01 10:29:00+00:00,2020,1,1,10:29:00,Wednesday
23161,BRONX,48,False,40.63279801,-74.16521971,POINT (-74.16521970799994 40.63279800500004),2020-01-23 19:47:00+00:00,2020,1,23,19:47:00,Thursday
23163,BROOKLYN,76,False,40.68354911,-73.98849609,POINT (-73.98849609399997 40.68354911000005),2020-04-20 22:29:00+00:00,2020,4,20,22:29:00,Monday
23164,BRONX,49,False,40.81612233,-73.89775712,POINT (-73.89775711899993 40.816122327000066),2020-04-19 17:35:00+00:00,2020,4,19,17:35:00,Sunday
23167,BROOKLYN,84,False,40.86884213,-73.88004272,POINT (-73.88004271999995 40.868842130000075),2020-02-02 15:55:00+00:00,2020,2,2,15:55:00,Sunday
23194,BRONX,46,False,40.67476654,-73.95004213,POINT (-73.95004212899995 40.67476654100005),2020-03-29 00:45:00+00:00,2020,3,29,00:45:00,Sunday
23200,BRONX,40,False,40.63388517,-74.13333687,POINT (-74.13333686699998 40.63388516500004),2020-01-11 03:02:00+00:00,2020,1,11,03:02:00,Saturday
23212,BRONX,52,False,40.75890302,-73.86119261,POINT (-73.86119261 40.75890301700008),2020-01-18 21:52:00+00:00,2020,1,18,21:52:00,Saturday
23219,BROOKLYN,81,False,40.73211282,-73.74115308,POINT (-73.741153076 40.73211282000005),2020-03-19 20:08:00+00:00,2020,3,19,20:08:00,Thursday
23221,BROOKLYN,88,False,40.81670371,-73.86522675,POINT (-73.86522675299993 40.81670371100006),2020-03-22 15:30:00+00:00,2020,3,22,15:30:00,Sunday
23223,MANHATTAN,34,False,40.65440412,-73.91837111,POINT (-73.91837110599994 40.65440412200008),2020-02-26 22:50:00+00:00,2020,2,26,22:50:00,Wednesday
23226,QUEENS,113,False,40.85777051,-73.89460588,POINT (-73.89460587699995 40.85777050600007),2020-03-21 16:05:00+00:00,2020,3,21,16:05:00,Saturday
23238,BRONX,44,True,40.67423304,-73.9319992,POINT (-73.93199920199999 40.67423304000005),2020-01-11 22:37:00+00:00,2020,1,11,22:37:00,Saturday
23254,BROOKLYN,77,False,40.66544595,-73.9516135,POINT (-73.95161349899998 40.66544594900005),2020-02-09 19:40:00+00:00,2020,2,9,19:40:00,Sunday
23272,BRONX,50,False,40.66428001,-73.89193786,POINT (-73.89193786299995 40.66428001100008),2020-02-18 00:25:00+00:00,2020,2,18,00:25:00,Tuesday
23273,BRONX,44,True,40.67824326,-73.8955097,POINT (-73.89550970099998 40.67824325500004),2020-01-11 22:37:00+00:00,2020,1,11,22:37:00,Saturday
23276,BROOKLYN,73,False,40.79091383,-73.93913168,POINT (-73.93913167799997 40.79091383100007),2020-03-04 14:39:00+00:00,2020,3,4,14:39:00,Wednesday
23278,BROOKLYN,75,False,40.73856022,-73.9996839,POINT (-73.99968389599996 40.73856022100006),2020-03-07 18:20:00+00:00,2020,3,7,18:20:00,Saturday
