,BORO,PRECINCT,STATISTICAL_MURDER_FLAG,Latitude,Longitude,Lon_Lat,datetime,year,month,day,time,day_of_week_name
630,BRONX,46,False,40.8533039,-73.8996664,POINT (-73.89966639999996 40.85330389500007),2019-01-17 13:18:00+00:00,2019,1,17,2019-01-17,Thursday
638,BROOKLYN,75,False,40.66081345,-73.87829385,POINT (-73.87829385299995 40.660813449000045),2019-03-21 04:07:00+00:00,2019,3,21,2019-03-21,Thursday
649,BROOKLYN,67,True,40.63780447,-73.9423772,POINT (-73.94237719699998 40.63780446800007),2019-04-10 16:11:00+00:00,2019,4,10,2019-04-10,Wednesday
651,BROOKLYN,67,True,40.65070267,-73.91261678,POINT (-73.91261677899996 40.650702670000044),2019-02-22 17:03:00+00:00,2019,2,22,2019-02-22,Friday
658,QUEENS,113,False,40.67045812,-73.79332769,POINT (-73.79332768599994 40.67045812200007),2019-03-02 04:20:00+00:00,2019,3,2,2019-03-02,Saturday
665,MANHATTAN,32,False,40.81436608,-73.93645132,POINT (-73.93645131899996 40.814366077000045),2019-04-07 01:45:00+00:00,2019,4,7,2019-04-07,Sunday
666,STATEN ISLAND,122,True,40.59161613,-74.10912123,POINT (-74.10912122599996 40.591616128000055),2019-03-13 21:17:00+00:00,2019,3,13,2019-03-13,Wednesday
668,BROOKLYN,90,False,40.70164573,-73.9380122,POINT (-73.93801220099994 40.70164572700003),2019-01-25 23:58:00+00:00,2019,1,25,2019-01-25,Friday
675,QUEENS,115,True,40.7484245,-73.87648084,POINT (-73.87648084299997 40.748424502000034),2019-02-03 12:43:00+00:00,2019,2,3,2019-02-03,Sunday
678,BROOKLYN,73,False,40.66838452,-73.92011672,POINT (-73.92011671699998 40.66838451700005),2019-01-08 11:03:00+00:00,2019,1,8,2019-01-08,Tuesday
682,BROOKLYN,79,True,40.69854441,-73.94983678,POINT (-73.94983678099999 40.69854441100006),2019-03-16 09:24:00+00:00,2019,3,16,2019-03-16,Saturday
686,QUEENS,102,True,40.69433831,-73.826964,POINT (-73.82696399999998 40.69433830500003),2019-02-12 18:10:00+00:00,2019,2,12,2019-02-12,Tuesday
693,QUEENS,113,False,40.68329518,-73.77985358,POINT (-73.77985358499996 40.68329518400003),2019-01-27 10:44:00+00:00,2019,1,27,2019-01-27,Sunday
694,QUEENS,113,False,40.68957273,-73.79637672,POINT (-73.79637672499996 40.68957272600005),2019-02-02 00:45:00+00:00,2019,2,2,2019-02-02,Saturday
695,QUEENS,105,False,40.66344036,-73.74078877,POINT (-73.74078877299996 40.663440362000074),2019-04-07 15:27:00+00:00,2019,4,7,2019-04-07,Sunday
697,QUEENS,108,False,40.74744008,-73.92546794,POINT (-73.92546794099998 40.74744008000005),2019-03-28 07:45:00+00:00,2019,3,28,2019-03-28,Thursday
699,BROOKLYN,70,False,40.65495097,-73.96172317,POINT (-73.96172317299994 40.65495097100006),2019-03-30 21:30:00+00:00,2019,3,30,2019-03-30,Saturday
703,BRONX,42,False,40.82946091,-73.90657156,POINT (-73.90657156199995 40.829460906000065),2019-01-08 00:32:00+00:00,2019,1,8,2019-01-08,Tuesday
710,QUEENS,105,True,40.66502949,-73.76501977,POINT (-73.76501976899993 40.66502949200003),2019-03-05 22:30:00+00:00,2019,3,5,2019-03-05,Tuesday
720,BROOKLYN,75,False,40.66769878,-73.87964026,POINT (-73.87964026499999 40.667698779000034),2019-01-14 17:10:00+00:00,2019,1,14,2019-01-14,Monday
726,MANHATTAN,23,False,40.79494394,-73.94075321,POINT (-73.94075321199995 40.79494394100004),2019-03-18 20:08:00+00:00,2019,3,18,2019-03-18,Monday
729,QUEENS,114,False,40.75945057,-73.93357627,POINT (-73.93357626599999 40.759450567000044),2019-01-05 16:00:00+00:00,2019,1,5,2019-01-05,Saturday
731,BROOKLYN,60,True,40.57916263,-74.00037223,POINT (-74.00037223199996 40.57916262500004),2019-02-04 11:41:00+00:00,2019,2,4,2019-02-04,Monday
732,BROOKLYN,77,False,40.68113428,-73.96445548,POINT (-73.96445548499997 40.68113428400005),2019-03-26 02:25:00+00:00,2019,3,26,2019-03-26,Tuesday
739,BROOKLYN,75,False,40.66671016,-73.87405123,POINT (-73.87405122799998 40.66671016400005),2019-03-12 22:20:00+00:00,2019,3,12,2019-03-12,Tuesday
741,BRONX,41,False,40.82041106,-73.89332824,POINT (-73.89332824199995 40.820411060000026),2019-01-20 15:10:00+00:00,2019,1,20,2019-01-20,Sunday
745,BRONX,44,False,40.84079512,-73.92319852,POINT (-73.92319851599996 40.84079511700003),2019-04-29 01:36:00+00:00,2019,4,29,2019-04-29,Monday
747,MANHATTAN,7,False,40.7177427,-73.98279048,POINT (-73.98279048099994 40.71774270100008),2019-04-18 21:54:00+00:00,2019,4,18,2019-04-18,Thursday
750,BRONX,52,False,40.8715049,-73.88867234,POINT (-73.88867234499999 40.87150490000005),2019-02-16 22:30:00+00:00,2019,2,16,2019-02-16,Saturday
755,BRONX,42,False,40.8285781,-73.90443727,POINT (-73.90443726899997 40.82857810400003),2019-02-10 10:52:00+00:00,2019,2,10,2019-02-10,Sunday
757,STATEN ISLAND,120,False,40.63404425,-74.12360937,POINT (-74.12360937499994 40.63404425200008),2019-04-08 20:35:00+00:00,2019,4,8,2019-04-08,Monday
766,MANHATTAN,30,True,40.81950962,-73.95358253,POINT (-73.95358253499995 40.81950961800004),2019-04-14 18:35:00+00:00,2019,4,14,2019-04-14,Sunday
767,BROOKLYN,81,False,40.67718192,-73.92476773,POINT (-73.92476772999999 40.67718191900008),2019-02-19 22:27:00+00:00,2019,2,19,2019-02-19,Tuesday
780,QUEENS,109,False,40.7711011,-73.83449784,POINT (-73.83449783599997 40.77110109700004),2019-01-19 04:00:00+00:00,2019,1,19,2019-01-19,Saturday
782,BRONX,46,False,40.84652967,-73.90925839,POINT (-73.90925838899994 40.84652967000005),2019-01-11 15:15:00+00:00,2019,1,11,2019-01-11,Friday
785,BROOKLYN,75,True,40.66569909,-73.88084421,POINT (-73.88084420599995 40.665699086000075),2019-03-19 17:21:00+00:00,2019,3,19,2019-03-19,Tuesday
789,BRONX,40,False,40.81141035,-73.92771191,POINT (-73.92771191299994 40.81141035200005),2019-03-31 03:30:00+00:00,2019,3,31,2019-03-31,Sunday
790,MANHATTAN,34,False,40.86409622,-73.92954547,POINT (-73.92954547499994 40.86409622000008),2019-01-30 19:02:00+00:00,2019,1,30,2019-01-30,Wednesday
791,QUEENS,101,False,40.59977297,-73.76021875,POINT (-73.76021875499998 40.59977297000006),2019-02-22 15:30:00+00:00,2019,2,22,2019-02-22,Friday
794,BRONX,48,False,40.84264633,-73.89368292,POINT (-73.89368292099994 40.84264632600008),2019-03-22 22:25:00+00:00,2019,3,22,2019-03-22,Friday
795,BROOKLYN,81,False,40.68756556,-73.93895198,POINT (-73.93895197599994 40.68756556300008),2019-03-11 16:30:00+00:00,2019,3,11,2019-03-11,Monday
800,QUEENS,113,False,40.69744341,-73.75876034,POINT (-73.75876034299995 40.69744341100005),2019-01-13 22:11:00+00:00,2019,1,13,2019-01-13,Sunday
801,BRONX,41,False,40.82173633,-73.89286726,POINT (-73.89286725999995 40.82173633200006),2019-01-06 02:46:00+00:00,2019,1,6,2019-01-06,Sunday
802,MANHATTAN,32,False,40.81347402,-73.94728636,POINT (-73.94728636499997 40.813474015000054),2019-02-04 20:38:00+00:00,2019,2,4,2019-02-04,Monday
805,BROOKLYN,60,False,40.57699549,-73.98152361,POINT (-73.98152360899996 40.57699549000006),2019-02-26 16:23:00+00:00,2019,2,26,2019-02-26,Tuesday
806,MANHATTAN,33,True,40.83406831,-73.94294804,POINT (-73.94294803999998 40.83406831000008),2019-01-31 00:15:00+00:00,2019,1,31,2019-01-31,Thursday
809,QUEENS,113,False,40.68947265,-73.74979968,POINT (-73.74979967899998 40.68947265200006),2019-04-19 00:12:00+00:00,2019,4,19,2019-04-19,Friday
810,BRONX,44,False,40.83886177,-73.91030606,POINT (-73.91030606099997 40.83886177100004),2019-04-24 23:15:00+00:00,2019,4,24,2019-04-24,Wednesday
813,QUEENS,115,False,40.76122121,-73.86723054,POINT (-73.86723053699995 40.76122121100008),2019-04-09 18:20:00+00:00,2019,4,9,2019-04-09,Tuesday
826,BROOKLYN,81,False,40.67922608,-73.92797417,POINT (-73.92797416799993 40.67922608300006),2019-02-06 22:26:00+00:00,2019,2,6,2019-02-06,Wednesday
828,BROOKLYN,73,False,40.67016824,-73.91572749,POINT (-73.91572748899995 40.67016823600005),2019-04-14 00:50:00+00:00,2019,4,14,2019-04-14,Sunday
831,BRONX,47,False,40.88322209,-73.84996814,POINT (-73.84996813899994 40.88322209000006),2019-03-17 06:30:00+00:00,2019,3,17,2019-03-17,Sunday
840,BROOKLYN,94,True,40.71887007,-73.9397927,POINT (-73.93979270399997 40.71887006600008),2019-01-19 22:25:00+00:00,2019,1,19,2019-01-19,Saturday
842,BRONX,42,False,40.82736873,-73.90240468,POINT (-73.90240468499996 40.82736872600003),2019-03-22 15:01:00+00:00,2019,3,22,2019-03-22,Friday
845,MANHATTAN,25,False,40.79734937,-73.93752941,POINT (-73.93752941099996 40.797349368000035),2019-03-17 03:37:00+00:00,2019,3,17,2019-03-17,Sunday
846,BROOKLYN,75,False,40.66769878,-73.87964026,POINT (-73.87964026499999 40.667698779000034),2019-01-14 17:10:00+00:00,2019,1,14,2019-01-14,Monday
847,BROOKLYN,73,False,40.67111083,-73.91356336,POINT (-73.91356336299998 40.67111083400005),2019-01-26 16:07:00+00:00,2019,1,26,2019-01-26,Saturday
851,BROOKLYN,67,False,40.65692905,-73.92609166,POINT (-73.92609165799996 40.656929053000056),2019-04-04 22:35:00+00:00,2019,4,4,2019-04-04,Thursday
852,BROOKLYN,75,False,40.66221332,-73.886376,POINT (-73.88637599799995 40.66221332200007),2019-03-31 05:05:00+00:00,2019,3,31,2019-03-31,Sunday
853,BRONX,47,True,40.88055304,-73.85329388,POINT (-73.85329388199995 40.88055303600004),2019-01-09 05:43:00+00:00,2019,1,9,2019-01-09,Wednesday
864,MANHATTAN,32,False,40.82266445,-73.93844144,POINT (-73.93844143899997 40.82266444500004),2019-04-11 03:10:00+00:00,2019,4,11,2019-04-11,Thursday
866,BRONX,46,False,40.84830899,-73.90342578,POINT (-73.90342577999996 40.84830899400004),2019-02-22 04:11:00+00:00,2019,2,22,2019-02-22,Friday
867,BRONX,42,False,40.82670545,-73.90352217,POINT (-73.903522174 40.82670544500007),2019-04-22 23:15:00+00:00,2019,4,22,2019-04-22,Monday
868,STATEN ISLAND,121,False,40.63898418,-74.1712523,POINT (-74.17125230499994 40.638984176000065),2019-04-23 00:18:00+00:00,2019,4,23,2019-04-23,Tuesday
869,BRONX,49,False,40.87121719,-73.85456914,POINT (-73.85456914199995 40.87121719400005),2019-01-03 21:00:00+00:00,2019,1,3,2019-01-03,Thursday
871,BRONX,44,False,40.84009409,-73.91383171,POINT (-73.91383171199993 40.84009408900005),2019-03-05 20:04:00+00:00,2019,3,5,2019-03-05,Tuesday
874,QUEENS,106,False,40.67987145,-73.85112867,POINT (-73.85112867499998 40.67987145200004),2019-03-09 04:00:00+00:00,2019,3,9,2019-03-09,Saturday
879,BROOKLYN,81,True,40.67922608,-73.92797417,POINT (-73.92797416799993 40.67922608300006),2019-02-06 22:26:00+00:00,2019,2,6,2019-02-06,Wednesday
881,QUEENS,110,False,40.73533092,-73.87545147,POINT (-73.87545147199995 40.735330916000066),2019-04-07 05:15:00+00:00,2019,4,7,2019-04-07,Sunday
895,QUEENS,102,False,40.69433831,-73.826964,POINT (-73.82696399999998 40.69433830500003),2019-02-12 18:10:00+00:00,2019,2,12,2019-02-12,Tuesday
918,QUEENS,109,False,40.76810385,-73.82521637,POINT (-73.82521637499997 40.76810385400006),2019-03-09 15:40:00+00:00,2019,3,9,2019-03-09,Saturday
919,BROOKLYN,83,True,40.68751442,-73.91464547,POINT (-73.91464546899994 40.68751442000007),2019-01-26 20:55:00+00:00,2019,1,26,2019-01-26,Saturday
920,BRONX,48,True,40.84118359,-73.87989382,POINT (-73.87989381599994 40.84118358500007),2019-01-07 19:19:00+00:00,2019,1,7,2019-01-07,Monday
921,BRONX,40,False,40.81428694,-73.92364456,POINT (-73.92364455999996 40.81428694400006),2019-03-21 18:20:00+00:00,2019,3,21,2019-03-21,Thursday
922,QUEENS,115,True,40.7492858,-73.87854006,POINT (-73.87854005699995 40.74928579900006),2019-04-08 11:55:00+00:00,2019,4,8,2019-04-08,Monday
924,QUEENS,107,False,40.72758178,-73.81733104,POINT (-73.81733103899995 40.72758178300006),2019-01-07 19:30:00+00:00,2019,1,7,2019-01-07,Monday
925,BROOKLYN,67,True,40.64091308,-73.93023513,POINT (-73.93023512999997 40.64091307700005),2019-02-03 23:10:00+00:00,2019,2,3,2019-02-03,Sunday
926,QUEENS,113,False,40.67998074,-73.77623391,POINT (-73.77623390699995 40.67998073800004),2019-03-30 00:50:00+00:00,2019,3,30,2019-03-30,Saturday
934,BROOKLYN,75,False,40.67601066,-73.86776429,POINT (-73.86776429099996 40.67601065700006),2019-02-11 08:50:00+00:00,2019,2,11,2019-02-11,Monday
935,QUEENS,109,False,40.75378423,-73.8343243,POINT (-73.83432429699997 40.753784232000044),2019-02-22 05:51:00+00:00,2019,2,22,2019-02-22,Friday
937,QUEENS,108,False,40.746308,-73.91569614,POINT (-73.91569614099996 40.74630799500005),2019-04-18 13:53:00+00:00,2019,4,18,2019-04-18,Thursday
942,BROOKLYN,75,False,40.67135982,-73.88181102,POINT (-73.88181102299995 40.67135982000008),2019-03-02 21:30:00+00:00,2019,3,2,2019-03-02,Saturday
946,BROOKLYN,81,True,40.67922608,-73.92797417,POINT (-73.92797416799993 40.67922608300006),2019-02-06 22:26:00+00:00,2019,2,6,2019-02-06,Wednesday
952,BROOKLYN,73,False,40.67016824,-73.91572749,POINT (-73.91572748899995 40.67016823600005),2019-04-14 00:50:00+00:00,2019,4,14,2019-04-14,Sunday
959,QUEENS,114,False,40.76062674,-73.93609108,POINT (-73.93609107899994 40.76062674100007),2019-04-16 17:40:00+00:00,2019,4,16,2019-04-16,Tuesday
965,MANHATTAN,23,False,40.79330094,-73.948765,POINT (-73.94876499799994 40.79330094300008),2019-04-18 22:30:00+00:00,2019,4,18,2019-04-18,Thursday
967,BROOKLYN,63,False,40.63093902,-73.91847907,POINT (-73.91847906599997 40.63093901600007),2019-02-17 14:08:00+00:00,2019,2,17,2019-02-17,Sunday
