,BORO,PRECINCT,STATISTICAL_MURDER_FLAG,Latitude,Longitude,Lon_Lat,datetime,year,month,day,time,day_of_week_name
57,BROOKLYN,60,False,40.57462793,-73.99197054,POINT (-73.99197054399997 40.57462792900003),2019-01-06 23:36:00+00:00,2019,1,6,2019-01-06,Sunday
60,MANHATTAN,34,False,40.85310894,-73.92914864,POINT (-73.92914864499994 40.85310893600007),2019-01-30 22:54:00+00:00,2019,1,30,2019-01-30,Wednesday
63,BROOKLYN,73,False,40.67572775,-73.9214959,POINT (-73.92149590099996 40.675727746000064),2019-03-12 08:21:00+00:00,2019,3,12,2019-03-12,Tuesday
75,QUEENS,113,False,40.69432379,-73.77563403,POINT (-73.77563402799996 40.694323792000034),2019-03-16 13:30:00+00:00,2019,3,16,2019-03-16,Saturday
79,BRONX,40,False,40.80804469,-73.91110256,POINT (-73.91110256099995 40.80804468800005),2019-03-25 16:08:00+00:00,2019,3,25,2019-03-25,Monday
82,BROOKLYN,79,False,40.67984749,-73.93938447,POINT (-73.93938447299996 40.67984749000004),2019-03-31 07:29:00+00:00,2019,3,31,2019-03-31,Sunday
83,BRONX,43,False,40.82609951,-73.87811801,POINT (-73.87811801099997 40.82609951400008),2019-01-19 14:36:00+00:00,2019,1,19,2019-01-19,Saturday
88,QUEENS,113,True,40.69744341,-73.75876034,POINT (-73.75876034299995 40.69744341100005),2019-01-13 22:11:00+00:00,2019,1,13,2019-01-13,Sunday
95,BRONX,40,False,40.81286687,-73.91810451,POINT (-73.91810450699995 40.812866866000036),2019-01-18 18:32:00+00:00,2019,1,18,2019-01-18,Friday
96,BROOKLYN,70,False,40.64535093,-73.95737565,POINT (-73.95737565299999 40.64535093400008),2019-01-13 06:00:00+00:00,2019,1,13,2019-01-13,Sunday
100,MANHATTAN,34,False,40.865601,-73.91810826,POINT (-73.91810825999994 40.86560099800005),2019-01-28 03:14:00+00:00,2019,1,28,2019-01-28,Monday
102,STATEN ISLAND,120,False,40.63681897,-74.11865313,POINT (-74.11865312699996 40.63681896700007),2019-01-05 00:42:00+00:00,2019,1,5,2019-01-05,Saturday
104,BROOKLYN,77,False,40.67372507,-73.94735355,POINT (-73.94735355499996 40.67372507300007),2019-03-30 23:30:00+00:00,2019,3,30,2019-03-30,Saturday
109,BROOKLYN,73,False,40.66996814,-73.90888577,POINT (-73.90888577399994 40.66996814200007),2019-02-24 00:10:00+00:00,2019,2,24,2019-02-24,Sunday
117,BROOKLYN,81,False,40.68048714,-73.92555358,POINT (-73.92555358299995 40.680487139000036),2019-03-04 22:22:00+00:00,2019,3,4,2019-03-04,Monday
121,QUEENS,110,False,40.73533092,-73.87545147,POINT (-73.87545147199995 40.735330916000066),2019-04-07 05:15:00+00:00,2019,4,7,2019-04-07,Sunday
125,MANHATTAN,28,False,40.8034245,-73.95801491,POINT (-73.95801490799994 40.80342449700004),2019-03-18 21:33:00+00:00,2019,3,18,2019-03-18,Monday
131,BRONX,42,True,40.82996561,-73.90285618,POINT (-73.90285617699993 40.829965609000055),2019-04-03 14:00:00+00:00,2019,4,3,2019-04-03,Wednesday
132,BROOKLYN,69,False,40.65119472,-73.89692151,POINT (-73.89692151399998 40.65119471500003),2019-01-11 01:30:00+00:00,2019,1,11,2019-01-11,Friday
135,QUEENS,106,False,40.66997789,-73.82301862,POINT (-73.82301862099996 40.66997788500004),2019-01-25 01:55:00+00:00,2019,1,25,2019-01-25,Friday
136,BRONX,41,False,40.82280248,-73.90032662,POINT (-73.90032661699996 40.82280248200004),2019-02-12 11:00:00+00:00,2019,2,12,2019-02-12,Tuesday
143,BROOKLYN,75,False,40.6746344,-73.88186651,POINT (-73.88186650699998 40.67463439800008),2019-03-17 03:38:00+00:00,2019,3,17,2019-03-17,Sunday
144,BROOKLYN,88,False,40.69349759,-73.979169,POINT (-73.97916899999996 40.693497594000064),2019-04-18 18:05:00+00:00,2019,4,18,2019-04-18,Thursday
147,MANHATTAN,33,False,40.83406831,-73.94294804,POINT (-73.94294803999998 40.83406831000008),2019-01-31 00:15:00+00:00,2019,1,31,2019-01-31,Thursday
149,BROOKLYN,81,False,40.67922608,-73.92797417,POINT (-73.92797416799993 40.67922608300006),2019-02-06 22:26:00+00:00,2019,2,6,2019-02-06,Wednesday
151,BROOKLYN,79,False,40.67849663,-73.93856369,POINT (-73.93856369499997 40.67849662500004),2019-01-12 05:24:00+00:00,2019,1,12,2019-01-12,Saturday
152,MANHATTAN,9,False,40.723393,-73.97625544,POINT (-73.97625544299996 40.723392998000065),2019-04-14 03:35:00+00:00,2019,4,14,2019-04-14,Sunday
156,BRONX,40,False,40.81428694,-73.92364456,POINT (-73.92364455999996 40.81428694400006),2019-03-21 18:20:00+00:00,2019,3,21,2019-03-21,Thursday
159,QUEENS,113,False,40.67998074,-73.77623391,POINT (-73.77623390699995 40.67998073800004),2019-03-30 00:50:00+00:00,2019,3,30,2019-03-30,Saturday
165,QUEENS,103,True,40.69578215,-73.79066712,POINT (-73.79066712199995 40.695782146000056),2019-04-13 06:04:00+00:00,2019,4,13,2019-04-13,Saturday
170,BROOKLYN,70,True,40.63649668,-73.95153,POINT (-73.95153000199997 40.63649668200003),2019-02-22 17:44:00+00:00,2019,2,22,2019-02-22,Friday
171,QUEENS,105,False,40.69460475,-73.73840293,POINT (-73.73840293399996 40.694604754000075),2019-04-19 17:43:00+00:00,2019,4,19,2019-04-19,Friday
172,MANHATTAN,23,False,40.79714229,-73.94596657,POINT (-73.94596657399995 40.79714228700004),2019-02-28 02:18:00+00:00,2019,2,28,2019-02-28,Thursday
177,BRONX,52,True,40.88007109,-73.88585905,POINT (-73.88585904599995 40.88007108800008),2019-04-21 05:25:00+00:00,2019,4,21,2019-04-21,Sunday
178,BRONX,40,True,40.81816612,-73.9062442,POINT (-73.90624419799997 40.81816612400007),2019-02-08 17:00:00+00:00,2019,2,8,2019-02-08,Friday
186,MANHATTAN,32,True,40.81198651,-73.94757654,POINT (-73.94757654399996 40.811986508000075),2019-03-16 00:50:00+00:00,2019,3,16,2019-03-16,Saturday
190,QUEENS,105,False,40.65986481,-73.75498197,POINT (-73.75498197399997 40.65986481400006),2019-01-31 18:45:00+00:00,2019,1,31,2019-01-31,Thursday
195,QUEENS,113,False,40.68900458,-73.78580605,POINT (-73.78580605399998 40.68900458000007),2019-04-15 08:34:00+00:00,2019,4,15,2019-04-15,Monday
200,MANHATTAN,13,False,40.74165149,-73.97816877,POINT (-73.97816876899998 40.74165148800006),2019-03-10 05:38:00+00:00,2019,3,10,2019-03-10,Sunday
203,MANHATTAN,23,False,40.79730009,-73.94892806,POINT (-73.94892805999996 40.797300086000064),2019-02-09 02:00:00+00:00,2019,2,9,2019-02-09,Saturday
204,BRONX,41,False,40.81563578,-73.89693055,POINT (-73.89693055399994 40.81563577600008),2019-03-09 01:10:00+00:00,2019,3,9,2019-03-09,Saturday
207,BRONX,43,False,40.81794183,-73.84778502,POINT (-73.84778502199998 40.81794183300008),2019-02-23 06:29:00+00:00,2019,2,23,2019-02-23,Saturday
208,BRONX,42,False,40.83700102,-73.90370601,POINT (-73.90370600899996 40.837001024000074),2019-04-23 22:53:00+00:00,2019,4,23,2019-04-23,Tuesday
210,BROOKLYN,88,False,40.69514091,-73.97512595,POINT (-73.97512594699998 40.69514090800004),2019-01-01 05:40:00+00:00,2019,1,1,2019-01-01,Tuesday
216,BROOKLYN,60,True,40.57916263,-74.00037223,POINT (-74.00037223199996 40.57916262500004),2019-02-04 11:41:00+00:00,2019,2,4,2019-02-04,Monday
217,BROOKLYN,60,False,40.57376338,-73.99287776,POINT (-73.99287775699997 40.573763375000055),2019-04-09 12:25:00+00:00,2019,4,9,2019-04-09,Tuesday
220,MANHATTAN,34,False,40.8547611,-73.93351,POINT (-73.93351000399997 40.85476109900003),2019-04-18 16:25:00+00:00,2019,4,18,2019-04-18,Thursday
222,BROOKLYN,60,False,40.57376338,-73.99287776,POINT (-73.99287775699997 40.573763375000055),2019-01-04 02:20:00+00:00,2019,1,4,2019-01-04,Friday
224,BRONX,48,True,40.84507993,-73.89264895,POINT (-73.89264894999997 40.84507992600004),2019-04-27 11:36:00+00:00,2019,4,27,2019-04-27,Saturday
225,MANHATTAN,33,True,40.83406831,-73.94294804,POINT (-73.94294803999998 40.83406831000008),2019-01-31 00:15:00+00:00,2019,1,31,2019-01-31,Thursday
227,QUEENS,112,False,40.73532021,-73.84822635,POINT (-73.84822634799997 40.73532021200003),2019-02-25 11:00:00+00:00,2019,2,25,2019-02-25,Monday
238,BRONX,40,True,40.81816612,-73.9062442,POINT (-73.90624419799997 40.81816612400007),2019-02-08 17:00:00+00:00,2019,2,8,2019-02-08,Friday
239,BROOKLYN,71,False,40.65927523,-73.93411573,POINT (-73.93411572899998 40.65927522700008),2019-04-08 04:25:00+00:00,2019,4,8,2019-04-08,Monday
243,QUEENS,113,False,40.68900458,-73.78580605,POINT (-73.78580605399998 40.68900458000007),2019-04-15 08:34:00+00:00,2019,4,15,2019-04-15,Monday
246,BRONX,47,False,40.89104019,-73.83866601,POINT (-73.83866600699997 40.89104019400003),2019-02-18 18:16:00+00:00,2019,2,18,2019-02-18,Monday
261,MANHATTAN,32,False,40.81344645,-73.94134727,POINT (-73.94134727099998 40.81344644500007),2019-01-13 19:55:00+00:00,2019,1,13,2019-01-13,Sunday
262,MANHATTAN,23,False,40.79648422,-73.94741178,POINT (-73.94741177999998 40.79648422100007),2019-01-19 19:30:00+00:00,2019,1,19,2019-01-19,Saturday
264,QUEENS,105,False,40.6831727,-73.74573461,POINT (-73.74573461299997 40.68317269900007),2019-03-20 21:36:00+00:00,2019,3,20,2019-03-20,Wednesday
269,BROOKLYN,79,True,40.68786432,-73.94939048,POINT (-73.94939048399993 40.68786431700005),2019-02-04 13:40:00+00:00,2019,2,4,2019-02-04,Monday
271,BRONX,40,False,40.82051866,-73.92133955,POINT (-73.92133955099996 40.82051865600005),2019-04-06 20:20:00+00:00,2019,4,6,2019-04-06,Saturday
278,BROOKLYN,77,True,40.67561587,-73.92665859,POINT (-73.92665858699996 40.675615872000044),2019-01-13 13:35:00+00:00,2019,1,13,2019-01-13,Sunday
279,BRONX,42,False,40.8285781,-73.90443727,POINT (-73.90443726899997 40.82857810400003),2019-03-09 09:20:00+00:00,2019,3,9,2019-03-09,Saturday
280,BROOKLYN,88,False,40.69577009,-73.97825231,POINT (-73.97825230899997 40.69577009300008),2019-03-21 21:25:00+00:00,2019,3,21,2019-03-21,Thursday
283,BROOKLYN,75,False,40.67136155,-73.88624506,POINT (-73.88624505699994 40.671361545000025),2019-01-14 11:55:00+00:00,2019,1,14,2019-01-14,Monday
284,QUEENS,109,True,40.75166748,-73.83394337,POINT (-73.83394336999999 40.75166748000004),2019-02-12 02:34:00+00:00,2019,2,12,2019-02-12,Tuesday
287,BROOKLYN,75,False,40.67066713,-73.87564432,POINT (-73.87564431799996 40.67066712500008),2019-04-18 23:24:00+00:00,2019,4,18,2019-04-18,Thursday
291,MANHATTAN,25,False,40.81079991,-73.9350567,POINT (-73.93505670199994 40.810799905000074),2019-04-30 18:29:00+00:00,2019,4,30,2019-04-30,Tuesday
292,BROOKLYN,67,False,40.66419195,-73.92641162,POINT (-73.92641162299998 40.66419194800006),2019-04-07 09:53:00+00:00,2019,4,7,2019-04-07,Sunday
294,MANHATTAN,25,False,40.79862338,-73.94374412,POINT (-73.94374411699994 40.79862337700007),2019-02-01 19:57:00+00:00,2019,2,1,2019-02-01,Friday
299,QUEENS,102,True,40.69433831,-73.826964,POINT (-73.82696399999998 40.69433830500003),2019-02-12 18:10:00+00:00,2019,2,12,2019-02-12,Tuesday
316,QUEENS,105,False,40.71817996,-73.73613511,POINT (-73.73613510799998 40.71817995600003),2019-04-16 19:45:00+00:00,2019,4,16,2019-04-16,Tuesday
325,MANHATTAN,23,False,40.79494394,-73.94075321,POINT (-73.94075321199995 40.79494394100004),2019-03-18 20:08:00+00:00,2019,3,18,2019-03-18,Monday
329,BRONX,43,False,40.83121934,-73.85087316,POINT (-73.85087315799996 40.83121933700005),2019-01-05 01:50:00+00:00,2019,1,5,2019-01-05,Saturday
330,BRONX,42,False,40.82996561,-73.90285618,POINT (-73.90285617699993 40.829965609000055),2019-04-03 14:00:00+00:00,2019,4,3,2019-04-03,Wednesday
332,BRONX,43,False,40.82095487,-73.85801741,POINT (-73.85801740899997 40.82095486800006),2019-01-28 20:36:00+00:00,2019,1,28,2019-01-28,Monday
334,BRONX,47,False,40.88680259,-73.84687149,POINT (-73.84687148999996 40.88680259100005),2019-03-23 15:50:00+00:00,2019,3,23,2019-03-23,Saturday
336,BROOKLYN,73,False,40.6700364,-73.90842787,POINT (-73.90842786599995 40.670036398000036),2019-03-12 01:00:00+00:00,2019,3,12,2019-03-12,Tuesday
343,BROOKLYN,73,False,40.66996814,-73.90888577,POINT (-73.90888577399994 40.66996814200007),2019-02-24 00:10:00+00:00,2019,2,24,2019-02-24,Sunday
349,BRONX,45,False,40.86619964,-73.82296281,POINT (-73.82296280999999 40.866199635000044),2019-03-04 00:40:00+00:00,2019,3,4,2019-03-04,Monday
350,BROOKLYN,77,True,40.67051515,-73.92956611,POINT (-73.92956610799996 40.67051514900004),2019-04-16 17:12:00+00:00,2019,4,16,2019-04-16,Tuesday
353,BROOKLYN,90,False,40.70574172,-73.93951602,POINT (-73.93951601999999 40.70574171900006),2019-02-06 04:52:00+00:00,2019,2,6,2019-02-06,Wednesday
356,BRONX,47,False,40.88476156,-73.84353818,POINT (-73.84353817799996 40.88476156000008),2019-04-07 03:15:00+00:00,2019,4,7,2019-04-07,Sunday
369,QUEENS,110,True,40.74987737,-73.86272726,POINT (-73.86272726099997 40.74987737400005),2019-04-13 01:50:00+00:00,2019,4,13,2019-04-13,Saturday
371,QUEENS,102,False,40.69433831,-73.826964,POINT (-73.82696399999998 40.69433830500003),2019-02-12 18:10:00+00:00,2019,2,12,2019-02-12,Tuesday
381,BROOKLYN,63,False,40.62187333,-73.91899085,POINT (-73.91899084899995 40.621873331000074),2019-03-24 00:10:00+00:00,2019,3,24,2019-03-24,Sunday
384,BRONX,43,True,40.82145596,-73.86619987,POINT (-73.86619987399996 40.82145595800006),2019-01-06 03:00:00+00:00,2019,1,6,2019-01-06,Sunday
385,BROOKLYN,62,False,40.5992927,-73.99174432,POINT (-73.99174431699998 40.599292698000056),2019-03-06 20:29:00+00:00,2019,3,6,2019-03-06,Wednesday
387,QUEENS,109,True,40.7711011,-73.83449784,POINT (-73.83449783599997 40.77110109700004),2019-01-19 04:00:00+00:00,2019,1,19,2019-01-19,Saturday
392,BROOKLYN,79,False,40.69575823,-73.94928352,POINT (-73.94928351799996 40.695758229000035),2019-03-10 22:30:00+00:00,2019,3,10,2019-03-10,Sunday
393,BROOKLYN,60,False,40.57916263,-74.00037223,POINT (-74.00037223199996 40.57916262500004),2019-02-04 11:41:00+00:00,2019,2,4,2019-02-04,Monday
394,BROOKLYN,79,True,40.68835243,-73.95490342,POINT (-73.95490341799996 40.68835243400008),2019-03-05 23:24:00+00:00,2019,3,5,2019-03-05,Tuesday
396,BRONX,40,False,40.81718659,-73.90665021,POINT (-73.90665021099994 40.81718658800003),2019-04-20 01:22:00+00:00,2019,4,20,2019-04-20,Saturday
397,BROOKLYN,81,False,40.67718192,-73.92476773,POINT (-73.92476772999999 40.67718191900008),2019-02-19 22:27:00+00:00,2019,2,19,2019-02-19,Tuesday
398,BRONX,47,False,40.88269399,-73.83315683,POINT (-73.83315683199999 40.88269399000007),2019-04-23 22:54:00+00:00,2019,4,23,2019-04-23,Tuesday
400,BRONX,46,False,40.85633063,-73.89581193,POINT (-73.89581193099997 40.85633063300003),2019-01-01 02:19:00+00:00,2019,1,1,2019-01-01,Tuesday
406,BROOKLYN,79,False,40.68657764,-73.95081212,POINT (-73.95081211799999 40.68657763600004),2019-04-08 21:35:00+00:00,2019,4,8,2019-04-08,Monday
435,BROOKLYN,79,False,40.6975494,-73.94671806,POINT (-73.94671806199995 40.69754940400003),2019-03-23 05:44:00+00:00,2019,3,23,2019-03-23,Saturday
436,BROOKLYN,75,False,40.67136155,-73.88624506,POINT (-73.88624505699994 40.671361545000025),2019-01-14 11:55:00+00:00,2019,1,14,2019-01-14,Monday
437,BROOKLYN,79,True,40.68904826,-73.95861338,POINT (-73.95861337799995 40.689048255000046),2019-01-17 13:20:00+00:00,2019,1,17,2019-01-17,Thursday
438,BROOKLYN,75,False,40.66406931,-73.89868225,POINT (-73.89868224799994 40.66406931200004),2019-03-15 10:19:00+00:00,2019,3,15,2019-03-15,Friday
440,BRONX,47,False,40.87881763,-73.86387135,POINT (-73.86387135299998 40.878817626000064),2019-01-24 00:42:00+00:00,2019,1,24,2019-01-24,Thursday
442,BRONX,44,True,40.83451692,-73.91770926,POINT (-73.91770925599997 40.834516921000045),2019-03-21 03:20:00+00:00,2019,3,21,2019-03-21,Thursday
445,QUEENS,115,True,40.7484245,-73.87648084,POINT (-73.87648084299997 40.748424502000034),2019-02-03 12:43:00+00:00,2019,2,3,2019-02-03,Sunday
447,BROOKLYN,71,False,40.65775789,-73.95177405,POINT (-73.95177405399994 40.65775788800005),2019-03-31 21:16:00+00:00,2019,3,31,2019-03-31,Sunday
450,BRONX,42,False,40.82946091,-73.90657156,POINT (-73.90657156199995 40.829460906000065),2019-01-08 00:32:00+00:00,2019,1,8,2019-01-08,Tuesday
452,QUEENS,112,False,40.71865889,-73.83770523,POINT (-73.83770522999998 40.718658885000025),2019-03-15 11:50:00+00:00,2019,3,15,2019-03-15,Friday
460,MANHATTAN,34,True,40.85170536,-73.93199489,POINT (-73.93199489299997 40.85170536100003),2019-03-27 13:43:00+00:00,2019,3,27,2019-03-27,Wednesday
463,QUEENS,105,False,40.71566437,-73.73553543,POINT (-73.73553543099996 40.71566436900008),2019-04-04 21:10:00+00:00,2019,4,4,2019-04-04,Thursday
466,BROOKLYN,79,False,40.67964381,-73.9495842,POINT (-73.94958420199998 40.67964380700005),2019-01-13 04:00:00+00:00,2019,1,13,2019-01-13,Sunday
467,BRONX,47,False,40.87129343,-73.85848844,POINT (-73.85848844499998 40.87129342900005),2019-01-21 21:30:00+00:00,2019,1,21,2019-01-21,Monday
479,MANHATTAN,33,False,40.83406831,-73.94294804,POINT (-73.94294803999998 40.83406831000008),2019-01-31 00:15:00+00:00,2019,1,31,2019-01-31,Thursday
480,QUEENS,103,True,40.70284605,-73.78704914,POINT (-73.78704914399998 40.70284605000006),2019-02-26 17:46:00+00:00,2019,2,26,2019-02-26,Tuesday
482,BROOKLYN,77,False,40.67349361,-73.93486595,POINT (-73.93486594799998 40.67349360900005),2019-04-08 19:40:00+00:00,2019,4,8,2019-04-08,Monday
485,QUEENS,109,False,40.75941137,-73.80317322,POINT (-73.80317322499998 40.75941136600005),2019-01-12 05:47:00+00:00,2019,1,12,2019-01-12,Saturday
488,BROOKLYN,60,False,40.57916263,-74.00037223,POINT (-74.00037223199996 40.57916262500004),2019-02-04 11:41:00+00:00,2019,2,4,2019-02-04,Monday
490,BRONX,43,True,40.82145596,-73.86619987,POINT (-73.86619987399996 40.82145595800006),2019-01-06 03:00:00+00:00,2019,1,6,2019-01-06,Sunday
494,BRONX,43,False,40.82095487,-73.85801741,POINT (-73.85801740899997 40.82095486800006),2019-01-28 20:36:00+00:00,2019,1,28,2019-01-28,Monday
499,BROOKLYN,77,False,40.67081759,-73.93511009,POINT (-73.93511008699994 40.67081759000007),2019-03-12 23:34:00+00:00,2019,3,12,2019-03-12,Tuesday
502,QUEENS,113,False,40.68329518,-73.77985358,POINT (-73.77985358499996 40.68329518400003),2019-01-27 10:44:00+00:00,2019,1,27,2019-01-27,Sunday
505,BROOKLYN,84,False,40.70140602,-73.98380813,POINT (-73.98380813199998 40.70140601600008),2019-04-20 01:19:00+00:00,2019,4,20,2019-04-20,Saturday
508,BROOKLYN,70,False,40.65495097,-73.96172317,POINT (-73.96172317299994 40.65495097100006),2019-03-30 21:30:00+00:00,2019,3,30,2019-03-30,Saturday
513,MANHATTAN,34,False,40.86985642,-73.915883,POINT (-73.91588299999995 40.869856423000044),2019-02-10 04:40:00+00:00,2019,2,10,2019-02-10,Sunday
514,BROOKLYN,75,True,40.66569909,-73.88084421,POINT (-73.88084420599995 40.665699086000075),2019-03-19 17:21:00+00:00,2019,3,19,2019-03-19,Tuesday
518,BRONX,42,False,40.82305581,-73.9045283,POINT (-73.90452830099997 40.82305580800005),2019-04-01 22:21:00+00:00,2019,4,1,2019-04-01,Monday
521,QUEENS,101,False,40.59586912,-73.78189543,POINT (-73.78189543199996 40.59586912100008),2019-03-23 20:47:00+00:00,2019,3,23,2019-03-23,Saturday
523,QUEENS,101,False,40.59977297,-73.76021875,POINT (-73.76021875499998 40.59977297000006),2019-02-22 15:30:00+00:00,2019,2,22,2019-02-22,Friday
525,BRONX,52,False,40.85967278,-73.90428052,POINT (-73.90428052199997 40.859672783000065),2019-04-14 14:03:00+00:00,2019,4,14,2019-04-14,Sunday
529,BROOKLYN,81,True,40.67922608,-73.92797417,POINT (-73.92797416799993 40.67922608300006),2019-02-06 22:26:00+00:00,2019,2,6,2019-02-06,Wednesday
532,BROOKLYN,75,False,40.67546757,-73.88066092,POINT (-73.88066091799993 40.675467566000066),2019-04-18 19:50:00+00:00,2019,4,18,2019-04-18,Thursday
535,QUEENS,101,False,40.60666486,-73.7561496,POINT (-73.75614960299998 40.606664855000076),2019-02-05 12:03:00+00:00,2019,2,5,2019-02-05,Tuesday
537,BROOKLYN,61,False,40.59836383,-73.94098525,POINT (-73.94098525199996 40.598363825000035),2019-01-04 15:49:00+00:00,2019,1,4,2019-01-04,Friday
538,MANHATTAN,28,True,40.80326882,-73.94661899,POINT (-73.94661899399996 40.80326882400004),2019-04-24 01:44:00+00:00,2019,4,24,2019-04-24,Wednesday
543,MANHATTAN,32,True,40.82123684,-73.94309272,POINT (-73.94309272199996 40.821236836000026),2019-01-19 00:43:00+00:00,2019,1,19,2019-01-19,Saturday
546,MANHATTAN,33,False,40.83442958,-73.94089151,POINT (-73.94089151099998 40.83442957700004),2019-02-14 22:38:00+00:00,2019,2,14,2019-02-14,Thursday
550,BRONX,48,False,40.8541201,-73.88880989,POINT (-73.88880988799997 40.854120099000056),2019-04-10 18:05:00+00:00,2019,4,10,2019-04-10,Wednesday
566,BRONX,40,False,40.82142768,-73.91436893,POINT (-73.91436893199995 40.821427682000035),2019-02-18 23:49:00+00:00,2019,2,18,2019-02-18,Monday
570,BROOKLYN,81,False,40.68210366,-73.92120717,POINT (-73.92120716799997 40.68210366200003),2019-03-11 21:05:00+00:00,2019,3,11,2019-03-11,Monday
572,MANHATTAN,32,False,40.82819756,-73.93800994,POINT (-73.93800993799994 40.82819756300006),2019-04-13 00:01:00+00:00,2019,4,13,2019-04-13,Saturday
575,BROOKLYN,75,False,40.67491075,-73.87083802,POINT (-73.87083801799997 40.67491074800006),2019-02-11 23:16:00+00:00,2019,2,11,2019-02-11,Monday
580,QUEENS,113,False,40.68957273,-73.79637672,POINT (-73.79637672499996 40.68957272600005),2019-02-02 00:45:00+00:00,2019,2,2,2019-02-02,Saturday
581,BROOKLYN,81,False,40.68094876,-73.91820161,POINT (-73.91820160899994 40.680948759000046),2019-04-22 17:20:00+00:00,2019,4,22,2019-04-22,Monday
582,BROOKLYN,90,False,40.7120047,-73.95646733,POINT (-73.95646732699998 40.712004695000076),2019-04-30 00:13:00+00:00,2019,4,30,2019-04-30,Tuesday
590,MANHATTAN,23,False,40.79494394,-73.94075321,POINT (-73.94075321199995 40.79494394100004),2019-03-18 20:08:00+00:00,2019,3,18,2019-03-18,Monday
591,BROOKLYN,88,False,40.69539153,-73.97940642,POINT (-73.97940641699995 40.695391527000034),2019-04-06 12:58:00+00:00,2019,4,6,2019-04-06,Saturday
592,MANHATTAN,32,False,40.81405057,-73.93669005,POINT (-73.93669005299995 40.81405056600005),2019-02-23 00:27:00+00:00,2019,2,23,2019-02-23,Saturday
599,QUEENS,109,False,40.76810385,-73.82521637,POINT (-73.82521637499997 40.76810385400006),2019-03-09 15:40:00+00:00,2019,3,9,2019-03-09,Saturday
611,QUEENS,106,False,40.67049409,-73.80448103,POINT (-73.80448103199996 40.670494086000076),2019-04-16 20:20:00+00:00,2019,4,16,2019-04-16,Tuesday
615,MANHATTAN,25,False,40.80025258,-73.94140946,POINT (-73.94140946199997 40.80025258300003),2019-03-09 02:41:00+00:00,2019,3,9,2019-03-09,Saturday
618,MANHATTAN,7,False,40.71288965,-73.98078255,POINT (-73.98078254999996 40.712889645000075),2019-04-17 16:34:00+00:00,2019,4,17,2019-04-17,Wednesday
619,BROOKLYN,79,False,40.69817414,-73.94445277,POINT (-73.94445277199999 40.69817414000005),2019-01-02 13:34:00+00:00,2019,1,2,2019-01-02,Wednesday
625,QUEENS,114,False,40.75627543,-73.94501433,POINT (-73.94501432899995 40.75627543400003),2019-04-22 17:01:00+00:00,2019,4,22,2019-04-22,Monday
626,BROOKLYN,81,False,40.67922608,-73.92797417,POINT (-73.92797416799993 40.67922608300006),2019-02-06 22:26:00+00:00,2019,2,6,2019-02-06,Wednesday
629,BROOKLYN,77,True,40.67895479,-73.96398796,POINT (-73.96398795599998 40.678954789000045),2019-03-22 22:05:00+00:00,2019,3,22,2019-03-22,Friday
